ch_gambler,OPERATIONS_GAMBLER_MASTER,OPERATIONS_DESC_GAMBLER_MASTER,CHALLENGE_LEVEL,10,perk_slot_2,,,,75,500,250,750,500,1000,,,,,,,,,,
ch_regenfaster,OPERATIONS_ICU_MASTER,OPERATIONS_DESC_ICU_MASTER,CHALLENGE_LEVEL,10,perk_slot_2,,,,75,500,250,750,500,1000,,,,,,,,,,
ch_onthego,OPERATIONS_ON_THE_GO_MASTER,OPERATIONS_DESC_ON_THE_GO_MASTER,CHALLENGE_LEVEL,10,perk_slot_2,,,,50,500,150,750,300,1000,,,,,,,,,,
ch_boom,OPERATIONS_PING_MASTER,OPERATIONS_DESC_PING_MASTER,CHALLENGE_LEVEL,10,perk_slot_2,,,,50,500,150,750,300,1000,,,,,,,,,,
ch_pitcher,OPERATIONS_STRONG_ARM_MASTER,OPERATIONS_DESC_STRONG_ARM_MASTER,CHALLENGE_LEVEL,10,perk_slot_2,,,,50,500,150,750,300,1000,,,,,,,,,,
ch_silentkill,OPERATIONS_TAKEDOWN_MASTER,OPERATIONS_DESC_TAKEDOWN_MASTER,CHALLENGE_LEVEL,10,perk_slot_2,,,,120,500,350,750,750,1000,,,,,,,,,,
ch_comexp,OPERATIONS_WIRETAP_MASTER,OPERATIONS_DESC_WIRETAP_MASTER,CHALLENGE_LEVEL,10,perk_slot_2,,,,75,500,150,750,300,1000,,,,,,,,,,
ch_quickswap,OPERATIONS_REFLEX_PERK_MASTER,OPERATIONS_DESC_REFLEX_PERK_MASTER,CHALLENGE_LEVEL,10,perk_slot_0,,,,50,500,150,750,300,1000,,,,,,,,,,
ch_extraammo,OPERATIONS_FULLY_LOADED_MASTER,OPERATIONS_DESC_FULLY_LOADED_MASTER,CHALLENGE_LEVEL,10,perk_slot_0,,,,120,500,350,750,750,1000,,,,,,,,,,
ch_incog,OPERATIONS_INCOG_MASTER,OPERATIONS_DESC_INCOG_MASTER,CHALLENGE_LEVEL,10,perk_slot_1,,,,120,500,350,750,750,1000,,,,,,,,,,
ch_stunresistance,OPERATIONS_TAC_RESIST_MASTER,OPERATIONS_DESC_TAC_RESIST_MASTER,CHALLENGE_LEVEL,10,perk_slot_1,,,,50,500,150,750,300,1000,,,,,,,,,,
ch_selectivehearing,OPERATIONS_AMPLIFY_MASTER,OPERATIONS_DESC_AMPLIFY_MASTER,CHALLENGE_LEVEL,10,perk_slot_2,,,,75,500,250,750,500,1000,,,,,,,,,,
ch_falldamage,OPERATIONS_RESILIENCE_MASTER,OPERATIONS_DESC_RESILIENCE_MASTER,CHALLENGE_LEVEL,10,perk_slot_2,,,,50,500,150,750,300,1000,,,,,,,,,,
ch_akimbo,OPERATIONS_AKIMBO_MASTER,OPERATIONS_DESC_AKIMBO_MASTER,CHALLENGE_LEVEL,10,attachment,,,,100,500,250,750,500,1000,,,,,,,,,,
ch_ammoslug,OPERATIONS_SLUG_MASTER,OPERATIONS_DESC_SLUG_MASTER,CHALLENGE_LEVEL,10,attachment,,,,100,500,250,750,500,1000,,,,,,,,,,
ch_armorpiercing,OPERATIONS_ARMOR_PIERCING_AMMO_MASTER,OPERATIONS_DESC_ARMOR_PIERCING_AMMO,CHALLENGE_LEVEL,10,attachment,,,,120,500,350,750,750,1000,,,,,,,,,,
ch_barrelbored,OPERATIONS_CHROME_BARREL_MASTER,OPERATIONS_DESC_CHROME_BARREL_MASTER,CHALLENGE_LEVEL,10,attachment,,,,100,500,250,750,500,1000,,,,,,,,,,
ch_barrelrange,OPERATIONS_MUZZLE_BRAKE_MASTER,OPERATIONS_DESC_MUZZLE_BRAKE_MASTER,CHALLENGE_LEVEL,10,attachment,,,,120,500,350,750,750,1000,,,,,,,,,,
ch_firetypesingle,OPERATIONS_SINGLE_SHOT_MASTER,OPERATIONS_DESC_SINGLE_SHOT_MASTER,CHALLENGE_LEVEL,10,attachment,,,,120,500,350,750,750,1000,,,,,,,,,,
ch_firetypeburst,OPERATIONS_BURST_FIRE_MASTER,OPERATIONS_DESC_BURST_FIRE_MASTER,CHALLENGE_LEVEL,10,attachment,,,,120,500,350,750,750,1000,,,,,,,,,,
ch_firetypeauto,OPERATIONS_FULL_AUTO_MASTER,OPERATIONS_DESC_FULL_AUTO_MASTER,CHALLENGE_LEVEL,10,attachment,,,,100,500,250,750,500,1000,,,,,,,,,,
ch_flashsuppress,OPERATIONS_FLASH_SUPPRESSOR_MASTER,OPERATIONS_DESC_FLASH_SUPPRESSOR_MASTER,CHALLENGE_LEVEL,10,attachment,,,,120,500,350,750,750,1000,,,,,,,,,,
ch_grip,OPERATIONS_GRIP_MASTER,OPERATIONS_DESC_GRIP_MASTER,CHALLENGE_LEVEL,10,attachment,,,,120,500,350,750,750,1000,,,,,,,,,,
ch_rof,OPERATIONS_RAPID_FIRE_MASTER,OPERATIONS_DESC_RAPID_FIRE_MASTER,CHALLENGE_LEVEL,10,attachment,,,,120,500,350,750,750,1000,,,,,,,,,,
ch_silencer,OPERATIONS_SILENCER_MASTER,OPERATIONS_DESC_SILENCER_MASTER,CHALLENGE_LEVEL,10,attachment,,,,120,500,350,750,750,1000,,,,,,,,,,
ch_xmags,OPERATIONS_EXTENDED_MAGS_MASTER,OPERATIONS_DESC_EXTENDED_MAGS_MASTER,CHALLENGE_LEVEL,10,attachment,,,,120,500,350,750,750,1000,,,,,,,,,,
ch_tactical,OPERATIONS_TACTICAL_KNIFE_MASTER,OPERATIONS_DESC_TACTICAL_KNIFE_MASTER,CHALLENGE_LEVEL,10,attachment,,,,50,500,150,750,300,1000,,,,,,,,,,
ch_gl,OPERATIONS_GRENADE_LAUNCHER_MASTER,OPERATIONS_DESC_GRENADE_LAUNCHER_MASTER,CHALLENGE_LEVEL,10,attachment,,,,75,500,200,750,450,1000,,,,,,,,,,
ch_shotgun,OPERATIONS_UNDERBARREL_SHOTGUN_MASTER,OPERATIONS_DESC_UNDERBARREL_SHOTGUN_MASTER,CHALLENGE_LEVEL,10,attachment,,,,120,500,350,750,750,1000,,,,,,,,,,
ch_acog,OPERATIONS_ACOG_MASTER,OPERATIONS_DESC_ACOG_MASTER,CHALLENGE_LEVEL,10,attachment,,,,120,500,350,750,750,1000,,,,,,,,,,
ch_eotech,OPERATIONS_EOTECH_MASTER,OPERATIONS_DESC_EOTECH_MASTER,CHALLENGE_LEVEL,10,attachment,,,,120,500,350,750,750,1000,,,,,,,,,,
ch_hybrid,OPERATIONS_HYBRID_SIGHT_MASTER,OPERATIONS_DESC_HYBRID_SIGHT_MASTER,CHALLENGE_LEVEL,10,attachment,,,,120,500,350,750,750,1000,,,,,,,,,,
ch_ironsight,OPERATIONS_DMR_IRONSIGHT_MASTER,OPERATIONS_DESC_DMR_IRONSIGHT_MASTER,CHALLENGE_LEVEL,10,attachment,,,,100,500,250,750,500,1000,,,,,,,,,,
ch_reflex,OPERATIONS_RED_DOT_SIGHT_MASTER,OPERATIONS_DESC_RED_DOT_SIGHT_MASTER,CHALLENGE_LEVEL,10,attachment,,,,120,500,350,750,750,1000,,,,,,,,,,
ch_thermal,OPERATIONS_THERMAL_SIGHT_MASTER,OPERATIONS_DESC_THERMAL_SIGHT_MASTER,CHALLENGE_LEVEL,10,attachment,,,,120,500,350,750,750,1000,,,,,,,,,,
ch_tracker,OPERATIONS_TRACKER_MASTER,OPERATIONS_DESC_TRACKER_MASTER,CHALLENGE_LEVEL,10,attachment,,,,120,500,350,750,750,1000,,,,,,,,,,
ch_vzscope,OPERATIONS_VARIABLE_ZOOM_MASTER,OPERATIONS_DESC_VARIABLE_ZOOM_MASTER,CHALLENGE_LEVEL,10,attachment,,,,100,500,250,750,500,1000,,,,,,,,,,
ch_rshieldradar,OPERATIONS_RIOTSHIELD_RADAR_MASTER,OPERATIONS_DESC_RIOTSHIELD_RADAR_MASTER,CHALLENGE_LEVEL,10,attachment,,,,30,500,60,750,120,1000,,,,,,,,,,
ch_rshieldscrambler,OPERATIONS_RIOTSHIELD_SCRAMBLER_MASTER,OPERATIONS_DESC_RIOTSHIELD_SCRAMBLER_MASTER,CHALLENGE_LEVEL,10,attachment,,,,30,500,60,750,120,1000,,,,,,,,,,
ch_rshieldspikes,OPERATIONS_RIOTSHIELD_TITANIUM_FRAME_MASTER,OPERATIONS_DESC_RIOTSHIELD_TITANIUM_FRAME_MASTER,CHALLENGE_LEVEL,10,attachment,,,,30,500,60,750,120,1000,,,,,,,,,,
ch_noattachments,OPERATIONS_RAW_SKILLS,OPERATIONS_DESC_RAW_SKILLS,CHALLENGE_LEVEL,10,attachment,,,,120,500,350,750,750,1000,,,,,,,,,,
ch_noidea,OPERATIONS_HAVE_NO_IDEA,OPERATIONS_DESC_HAVE_NO_IDEA,CHALLENGE_LEVEL,10,attachment,,,,200,500,,,,,,,,,,,,,,
ch_surgical_assault,OPERATIONS_SURGICAL_ASSAULT,OPERATIONS_DESC_SURGICAL_ASSAULT,CHALLENGE_BLANK,100,precision,,,,1,1000,,,,,,,,,,,,,,
ch_surgical_smg,OPERATIONS_SURGICAL_SMG,OPERATIONS_DESC_SURGICAL_SMG,CHALLENGE_BLANK,100,precision,,,,1,1000,,,,,,,,,,,,,,
ch_surgical_lmg,OPERATIONS_SURGICAL_LMG,OPERATIONS_DESC_SURGICAL_LMG,CHALLENGE_BLANK,100,precision,,,,1,1500,,,,,,,,,,,,,,
ch_surgical_sniper,OPERATIONS_SURGICAL_SNIPER,OPERATIONS_DESC_SURGICAL_SNIPER,CHALLENGE_BLANK,100,precision,,,,1,1000,,,,,,,,,,,,,,
ch_surgical_dmr,OPERATIONS_SURGICAL_DMR,OPERATIONS_DESC_SURGICAL_DMR,CHALLENGE_BLANK,100,precision,,,,1,1000,,,,,,,,,,,,,,
ch_surgical_shotgun,OPERATIONS_SURGICAL_SHOTGUN,OPERATIONS_DESC_SURGICAL_SHOTGUN,CHALLENGE_BLANK,100,precision,,,,1,1000,,,,,,,,,,,,,,
ch_allpro,OPERATIONS_ALL_PRO,OPERATIONS_DESC_ALL_PRO,CHALLENGE_BLANK,100,precision,,,,1,1000,,,,,,,,,,,,,,
ch_wiseguy,OPERATIONS_WISE_GUY,OPERATIONS_DESC_WISE_GUY,CHALLENGE_LEVEL,100,elite,,,,25,500,75,750,150,1000,,,,,,,,,,
ch_ballsofsteel,OPERATIONS_BALLS_OF_STEEL,OPERATIONS_DESC_BALLS_OF_STEEL,CHALLENGE_LEVEL,100,elite,,,,15,500,30,750,60,1000,,,,,,,,,,
ch_meticulous,OPERATIONS_METICULOUS,OPERATIONS_DESC_METICULOUS,CHALLENGE_LEVEL,100,elite,,,,5,500,15,750,30,1000,,,,,,,,,,
ch_guard_dog,OPERATIONS_HERE_BOY,OPERATIONS_DESC_HERE_BOY,CHALLENGE_LEVEL,10,killstreaks_assault,,,,50,500,100,1000,,,,,,,,,,,,
ch_uplink,OPERATIONS_SPACE_ASSAULT,OPERATIONS_DESC_SPACE_ASSAULT,CHALLENGE_LEVEL,10,killstreaks_assault,,,,100,500,200,1000,,,,,,,,,,,,
ch_airdrop_juggernaut_maniac,OPERATIONS_MANIACAL_ATTACK,OPERATIONS_DESC_MANIACAL_ATTACK,CHALLENGE_LEVEL,10,killstreaks_assault,,,,10,500,20,1000,,,,,,,,,,,,
ch_uplink_support,OPERATIONS_STRONG_SIGNAL,OPERATIONS_DESC_STRONG_SIGNAL,CHALLENGE_LEVEL,10,killstreaks_support,,,,125,500,250,1000,,,,,,,,,,,,
ch_deployable_vest,OPERATIONS_WELL_PROTECTED,OPERATIONS_DESC_WELL_PROTECTED,CHALLENGE_LEVEL,10,killstreaks_support,,,,80,500,160,1000,,,,,,,,,,,,
ch_deployable_ammo,OPERATIONS_SHARING_CARING,OPERATIONS_DESC_SHARING_CARING,CHALLENGE_LEVEL,10,killstreaks_support,,,,75,500,150,1000,,,,,,,,,,,,
ch_ball_drone_radar,OPERATIONS_EYES_WIDE_OPEN,OPERATIONS_DESC_EYES_WIDE_OPEN,CHALLENGE_LEVEL,10,killstreaks_support,,,,50,500,100,1000,,,,,,,,,,,,
ch_aa_launcher,OPERATIONS_AA_LAUNCHER,OPERATIONS_DESC_AA_LAUNCHER,CHALLENGE_LEVEL,10,killstreaks_support,,,,25,500,,,,,,,,,,,,,,
ch_jammer,OPERATIONS_ALL_JAMMED_UP,OPERATIONS_DESC_ALL_JAMMED_UP,CHALLENGE_LEVEL,10,killstreaks_support,,,,35,500,70,1000,,,,,,,,,,,,
ch_air_superiority,OPERATIONS_AIR_SUPERIORITY,OPERATIONS_DESC_AIR_SUPERIORITY,CHALLENGE_LEVEL,10,killstreaks_support,,,,35,500,70,1000,,,,,,,,,,,,
ch_recon_agent,OPERATIONS_SIDEKICK_SUPPORT,OPERATIONS_DESC_SIDEKICK_SUPPORT,CHALLENGE_LEVEL,10,killstreaks_support,,,,30,500,60,1000,,,,,,,,,,,,
ch_heli_sniper,OPERATIONS_LONG_DISTANCE_RELATIONSHIP,OPERATIONS_DESC_LONG_DISTANCE_RELATIONSHIP,CHALLENGE_LEVEL,10,killstreaks_support,,,,25,500,50,1000,,,,,,,,,,,,
ch_uav_3dping,OPERATIONS_EAGLE_EYE,OPERATIONS_DESC_EAGLE_EYE,CHALLENGE_LEVEL,10,killstreaks_support,,,,20,500,40,1000,,,,,,,,,,,,
ch_airdrop_juggernaut_recon,OPERATIONS_SUPPORT_JUGGERNAUT,OPERATIONS_DESC_SUPPORT_JUGGERNAUT,CHALLENGE_LEVEL,10,killstreaks_support,,,,15,500,30,1000,,,,,,,,,,,,
ch_odin_support,OPERATIONS_ODIN_SUPPORT,OPERATIONS_DESC_ODIN_SUPPORT,CHALLENGE_LEVEL,10,killstreaks_support,,,,10,500,20,1000,,,,,,,,,,,,
ch_all_perks_bonus,OPERATIONS_SPECIALIST,OPERATIONS_DESC_SPECIALIST,CHALLENGE_LEVEL,10,killstreaks_specialist,,,,15,500,30,1000,,,,,,,,,,,,
ch_carnie,OPERATIONS_CARNIE,OPERATIONS_DESC_CARNIE,CHALLENGE_LEVEL,10,equipment,,,,30,500,60,750,,,,,,,,,,,,
ch_grenadekill,OPERATIONS_FRAG_TASTIC,OPERATIONS_DESC_FRAG_TASTIC,CHALLENGE_LEVEL,10,equipment,,,,30,500,60,750,,,,,,,,,,,,
ch_plastered,OPERATIONS_PLASTERED,OPERATIONS_DESC_PLASTERED,CHALLENGE_LEVEL,10,equipment,,,,30,500,60,750,,,,,,,,,,,,
ch_proximityexplosive,OPERATIONS_PROXIMITY_EXPLOSIVE,OPERATIONS_DESC_PROXIMITY_EXPLOSIVE,CHALLENGE_LEVEL,10,equipment,,,,30,500,60,750,,,,,,,,,,,,
ch_c4shot,OPERATIONS_C4,OPERATIONS_DESC_C4SHOT,CHALLENGE_LEVEL,10,equipment,,,,30,500,60,750,,,,,,,,,,,,
ch_mortarshell,OPERATIONS_CANISTER_KILLER,OPERATIONS_DESC_CANISTER_KILLER,CHALLENGE_LEVEL,10,equipment,,,,30,500,60,750,,,,,,,,,,,,
ch_motiondetected,OPERATIONS_MOTION_DETECTED,OPERATIONS_DESC_MOTION_DETECTED,CHALLENGE_LEVEL,10,equipment,,,,50,500,100,750,,,,,,,,,,,,
ch_thermobaric,OPERATIONS_THERMOBARIC_GRENADE_MASTER,OPERATIONS_DESC_THERMOBARIC_GRENADE_MASTER,CHALLENGE_LEVEL,10,equipment,,,,30,500,60,750,,,,,,,,,,,,
ch_noboomforyou,OPERATIONS_NO_BOOM_FOR_YOU,OPERATIONS_DESC_NO_BOOM_FOR_YOU,CHALLENGE_LEVEL,10,special_equipment,,,,75,500,150,750,,,,,,,,,,,,
ch_indecentexposure,OPERATIONS_INDECENT_EXPOSURE,OPERATIONS_DESC_INDECENT_EXPOSURE,CHALLENGE_LEVEL,10,special_equipment,,,,50,500,100,750,,,,,,,,,,,,
ch_smokeemifyougotem,OPERATIONS_SMOKE_EM_IF_YOU_GOT_EM,OPERATIONS_DESC_SMOKE_EM_IF_YOU_GOT_EM,CHALLENGE_LEVEL,10,special_equipment,,,,20,500,40,750,,,,,,,,,,,,
ch_alittleconcussed,OPERATIONS_A_LITTLE_CONCUSSED,OPERATIONS_DESC_A_LITTLE_CONCUSSED,CHALLENGE_LEVEL,10,special_equipment,,,,50,500,100,750,,,,,,,,,,,,
ch_onthepulse,OPERATIONS_ONTHEPULSE,OPERATIONS_DESC_ONTHEPULSE,CHALLENGE_LEVEL,10,special_equipment,,,,30,500,60,750,,,,,,,,,,,,
ch_multifrag,OPERATIONS_MULTI_FRAG,OPERATIONS_DESC_MULTI_FRAG,CHALLENGE_LEVEL,100,precision,,,,10,500,20,1000,,,,,,,,,,,,
ch_multic4,OPERATIONS_MULTI_C4,OPERATIONS_DESC_MULTI_C4,CHALLENGE_LEVEL,100,precision,,,,10,500,25,1000,,,,,,,,,,,,
ch_multirpg,OPERATIONS_MULTI_RPG,OPERATIONS_DESC_MULTI_RPG,CHALLENGE_LEVEL,100,precision,,,,10,500,25,1000,,,,,,,,,,,,
ch_masterchef,OPERATIONS_MASTER_CHEF,OPERATIONS_DESC_MASTER_CHEF,CHALLENGE_LEVEL,100,elite,,,,15,500,30,1000,,,,,,,,,,,,
ch_counterc4,OPERATIONS_COUNTER_C4,OPERATIONS_DESC_COUNTER_C4,CHALLENGE_LEVEL,100,elite,,,,2,500,5,1000,,,,,,,,,,,,
ch_knifevet,OPERATIONS_KNIFE_VETERAN,OPERATIONS_DESC_KNIFE_VETERAN,CHALLENGE_LEVEL,100,prestige,,,,75,500,150,1000,,,,,,,,,,,,
ch_notsobestfriend,OPERATIONS_NOT_SO_BEST_FRIEND,OPERATIONS_DESC_NOT_SO_BEST_FRIEND,CHALLENGE_LEVEL,100,elite,,,,25,500,50,1000,,,,,,,,,,,,
ch_youcantseeme,OPERATIONS_YOU_CANT_SEE_ME,OPERATIONS_DESC_YOU_CANT_SEE_ME,CHALLENGE_LEVEL,100,elite,,,,25,500,50,1000,,,,,,,,,,,,
ch_vulturekiller,OPERATIONS_VULTURE_KILLER,OPERATIONS_DESC_VULTURE_KILLER,CHALLENGE_LEVEL,100,elite,,,,5,500,10,1000,,,,,,,,,,,,
ch_gryphondown,OPERATIONS_GRYPHON_DOWN,OPERATIONS_DESC_GRYPHON_DOWN,CHALLENGE_LEVEL,100,elite,,,,5,500,10,1000,,,,,,,,,,,,
ch_enemy_down,OPERATIONS_ENEMY_DOWN,OPERATIONS_DESC_ENEMY_DOWN,CHALLENGE_BLANK,100,intimidation,,,,1,2000,,,,,,,,,,,,,,
ch_shooting_star,OPERATIONS_SHOOTING_STAR,OPERATIONS_DESC_SHOOTING_STAR,CHALLENGE_BLANK,100,intimidation,,,,1,2000,,,,,,,,,,,,,,
ch_incoming,OPERATIONS_INCOMING,OPERATIONS_DESC_INCOMING,CHALLENGE_LEVEL,10,prestige,,,,75,500,150,1000,,,,,,,,,,,,
ch_helo_pilot,OPERATIONS_HELO_PILOT,OPERATIONS_DESC_HELO_PILOT,CHALLENGE_LEVEL,10,prestige,,,,75,500,150,1000,,,,,,,,,,,,
ch_long_distance_shooter,OPERATIONS_LONG_DISTANCE_SHOOTER,OPERATIONS_DESC_LONG_DISTANCE_SHOOTER,CHALLENGE_LEVEL,10,prestige,,,,25,500,50,1000,,,,,,,,,,,,
ch_clusterfunk,OPERATIONS_CLUSTER_FUNK,OPERATIONS_DESC_CLUSTER_FUNK,CHALLENGE_LEVEL,10,prestige,,,,50,500,100,1000,,,,,,,,,,,,
ch_vulture,OPERATIONS_VULTURE,OPERATIONS_DESC_VULTURE,CHALLENGE_LEVEL,10,prestige,,,,50,500,100,1000,,,,,,,,,,,,
ch_overlord,OPERATIONS_OVERLORD,OPERATIONS_DESC_OVERLORD,CHALLENGE_LEVEL,10,prestige,,,,50,500,100,1000,,,,,,,,,,,,
ch_choppervet,OPERATIONS_CHOPPER_VETERAN,OPERATIONS_DESC_CHOPPER_VETERAN,CHALLENGE_LEVEL,10,prestige,,,,75,500,150,1000,,,,,,,,,,,,
ch_downboy,OPERATIONS_DOWN_BOY,OPERATIONS_DESC_DOWN_BOY,CHALLENGE_LEVEL,10,prestige,,,,75,500,150,1000,,,,,,,,,,,,
ch_assisted_firepower,OPERATIONS_ASSISTED_FIREPOWER,OPERATIONS_DESC_ASSISTED_FIREPOWER,CHALLENGE_LEVEL,100,elite,,,,25,500,50,750,,,,,,,,,,,,
ch_outsmarted,OPERATIONS_OUTSMARTED,OPERATIONS_DESC_OUTSMARTED,CHALLENGE_LEVEL,100,elite,,,,50,500,100,1000,,,,,,,,,,,,
ch_painless,OPERATIONS_OL_PAINLESS,OPERATIONS_DESC_OL_PAINLESS,CHALLENGE_LEVEL,100,elite,,,,75,500,150,750,,,,,,,,,,,,
ch_looknohands,OPERATIONS_LOOK_NO_HANDS,OPERATIONS_DESC_LOOK_NO_HANDS,CHALLENGE_LEVEL,10,prestige,,,,75,500,150,1000,,,,,,,,,,,,
ch_guninabox,OPERATIONS_GUN_IN_A_BOX,OPERATIONS_DESC_GUN_IN_A_BOX,CHALLENGE_LEVEL,10,prestige,,,,3,500,,,,,,,,,,,,,,
ch_hijacker,OPERATIONS_HIJACKER,OPERATIONS_DESC_HIJACKER,CHALLENGE_LEVEL,1000,,,,,5,500,10,1000,,,,,,,,,,,,
ch_bigfoot,OPERATIONS_KILL_GHILLIE_SUIT,OPERATIONS_DESC_CLASSIFIED,CHALLENGE_BLANK,1000,,,,,1,500,,,,,,,,,,,,,,
ch_ghostbusted,OPERATIONS_KILL_PMC_ELITE_HEAVY,OPERATIONS_DESC_CLASSIFIED,CHALLENGE_BLANK,1000,,,,,1,500,,,,,,,,,,,,,,
ch_always_deadly,OPERATIONS_ALWAYS_DEADLY,OPERATIONS_DESC_ALWAYS_DEADLY,CHALLENGE_LEVEL,100,elite,,,,10,500,,,,,,,,,,,,,,
ch_bornready,OPERATIONS_BORN_READY,OPERATIONS_DESC_BORN_READY,CHALLENGE_LEVEL,100,elite,,,,5,500,10,750,20,1000,,,,,,,,,,
ch_clearskies,OPERATIONS_CLEAR_SKIES,OPERATIONS_DESC_CLEAR_SKIES,CHALLENGE_LEVEL,100,elite,,,,15,500,30,750,60,1000,,,,,,,,,,
ch_hoopla,OPERATIONS_HOOPLA,OPERATIONS_DESC_HOOPLA,CHALLENGE_BLANK,100,elite,,,,1,500,,,,,,,,,,,,,,
ch_intelligence,OPERATIONS_INTELLIGENCE,OPERATIONS_DESC_INTELLIGENCE,CHALLENGE_LEVEL,100,elite,,,,5,500,10,750,20,1000,,,,,,,,,,
ch_smooth_moves,OPERATIONS_SMOOTH_MOVES,OPERATIONS_DESC_SMOOTH_MOVES,CHALLENGE_BLANK,100,elite,,,,1,500,,,,,,,,,,,,,,
ch_thisisaknife,OPERATIONS_THIS_IS_A_KNIFE,OPERATIONS_DESC_THIS_IS_A_KNIFE,CHALLENGE_BLANK,100,elite,,,,1,1000,,,,,,,,,,,,,,
ch_twiceasdeadly,OPERATIONS_TWICE_AS_DEADLY,OPERATIONS_DESC_TWICE_AS_DEADLY,CHALLENGE_BLANK,100,elite,,,,1,500,,,,,,,,,,,,,,
ch_throwaway,OPERATIONS_THROW_AWAY,OPERATIONS_DESC_THROW_AWAY,CHALLENGE_LEVEL,100,intimidation,,,,2,500,5,750,,,,,,,,,,,,
ch_avenger,OPERATIONS_AVENGER,OPERATIONS_DESC_AVENGER,CHALLENGE_BLANK,1000,revenge,,,,10,500,25,750,50,1000,,,,,,,,,,
