ui_alien_max_currency,1,,c,i,0,0,10000,,
ui_juggernaut,1,1,c,i,0,0,1,,
ui_a10,1,1,c,b,,,,,
ui_a10_cannon,1,1,c,i,0,0,2048,,
ui_a10_rocket,1,1,c,i,0,0,8,,
ui_a10_rocket_lock,1,1,c,b,,,,,
ui_a10_alt,1,1,c,i,0,0,16384,,
ui_a10_alt_warn,1,1,c,b,,,,,
ui_ac130_hud,1,,c,b,FALSE,,,,
ui_ac130_darken,1,,c,b,FALSE,,,,
ui_ac130_weapon,1,,c,i,0,0,2,,
ui_ac130_105mm_ammo,1,,c,i,0,0,1,,
ui_ac130_40mm_ammo,1,,c,i,0,0,4,,
ui_ac130_25mm_ammo,1,,c,i,0,0,20,,
ui_ac130_coord1_posx,1,,c,f,0,0,10000,,
ui_ac130_coord1_posy,,,c,f,0,0,10000,,
ui_ac130_coord1_posz,,,c,f,0,0,10000,,
ui_ac130_coord3_posx,1,,c,f,0,0,10000,,
ui_ac130_coord3_posy,,,c,f,0,0,10000,,
ui_ac130_coord3_posz,,,c,f,0,0,10000,,
ui_ac130_use_time,1,,c,t,0,,,,
ui_heli_pilot,1,1,c,i,0,0,2,,
ui_heli_pilot_flare_ammo,1,1,c,i,0,0,2,,
ui_heli_pilot_warn,1,1,c,i,0,0,3,,
ui_gambler_show,1,,c,i,-1,-1,128,,
ui_intel_active_index,1,,c,i,-1,-1,1337,,
ui_intel_prechallenge,1,,c,i,0,0,1,,
ui_intel_target_player,1,,c,i,-1,-1,20,,
ui_intel_progress_current,1,,c,i,-1,-1,99999,,
ui_intel_progress_max,1,,c,i,-1,-1,99999,,
ui_intel_percent,1,,c,i,-1,-1,99999,,
ui_intel_title,1,,c,i,,-1,2,,
ui_intel_timer,1,,c,i,0,-1,99999999,,
ui_intel_challenge_scalar,1,,c,i,0,-1,1000,,
ui_alien_drill_health_text,1,,g,i,,-1,10000,,
ui_alien_drill_health,1,,g,i,0,0,999999,,
ui_alien_drill_state,1,,g,i,0,0,2,,
ui_alien_drill_end_milliseconds,1,,g,t,0,,,,
ui_alien_drill_start_milliseconds,0,,g,t,0,0,,,
ui_alien_drill_layers_table_line,1,,g,i,0,600,699,,
ui_alien_drill_layer_completed,1,,g,i,0,0,10,,
ui_alien_chopper_state,1,,g,f,0,0,10,,
ui_alien_selfrevive,1,,c,i,0,0,10,,
ui_alien_boss_progression,1,,g,f,0,0,99999,,
ui_alien_boss_status,1,,g,i,0,0,2,,
ui_alien_boss_icon,1,,g,i,0,0,10,,
ui_trigger_happy,1,,c,b,,,,,
ui_game_type_kill_value,,,g,i,0,0,999999,,# the score value that you get from a kill in the current game type
ui_predator_missile,1,1,c,i,0,0,2,,
ui_predator_missiles_left,1,,c,i,2,0,16,,
ui_points_popup,1,1,c,i,-1,-1,99999,,
ui_points_popup_desc,1,1,c,i,-1,-1,126,,# the points popup description text index
ui_vanguard,1,,c,i,0,0,10,,
ui_killstreak_scroll,1,,c,i,0,0,1,,
ui_pause_menu_show,1,,g,b,,,,,
ui_hud_shake,1,,c,b,,,,,
ui_hud_static,1,,c,i,0,0,3,,
ui_hud_emp_artifact,1,,c,b,,,,,
ui_options_menu,1,,c,i,0,-1,2,,
ui_alien_player_in_laststand,1,,c,b,FALSE,,,,
ui_laststand_end_milliseconds,1,,c,t,0,,,,
ui_loadout_selected,1,,c,i,-1,-1,22,,
ui_team_selected,1,,c,i,-1,-1,3,,
ui_spectator_selected,1,,c,i,-1,-1,1,,
ui_prematch_period,1,,g,i,0,0,1,,
ui_match_start_countdown,1,,g,i,0,0,80,,f
ui_match_start_text,,,g,s,none,,,,
ui_use_mlg_hud,1,,c,b,FALSE,,,,
ui_alien_specialammo,1,,c,i,-1,-1,5,,
ui_alien_riotshield_equipped,1,,c,i,-1,-1,2,,
ui_alien_turret,1,,c,i,-1,-1,2,,
ui_alien_turret_ammo,1,,c,i,-1,-1,5000,,
ui_round_end,1,,c,i,0,0,5,,
ui_round_end_update_data,1,,c,i,0,0,1,,
ui_round_end_title,,,c,i,0,0,20,,
ui_round_end_reason,,,c,i,0,0,20,,
ui_round_end_friendly_score,,,c,i,0,0,16384,,
ui_round_end_enemy_score,,,c,i,0,0,16384,,
ui_round_end_match_bonus,,,c,i,0,0,9999,,
ui_alien_is_solo,1,,g,b,,,,,
ui_alien_turret_overheat,1,,c,i,-1,-1,100,,
ui_satcom_active,,,c,b,FALSE,,,,
ui_horde_support_drop_progress,1,,g,i,0,0,100,,
ui_horde_weapon_progress,1,,c,i,0,0,100,,
ui_horde_weapon_level,1,,c,i,0,0,999,,
ui_horde_round_number,1,,g,i,0,0,99999999,,
ui_horde_award_points,1,,c,i,0,0,99999999,,
ui_horde_update_perk,1,,c,i,0,-13,13,,
ui_horde_update_explosive,1,,c,i,0,0,2,,
ui_alien_rankup,1,,c,i,0,0,9999,,
ui_session_state,1,,c,s,none,,,,
ui_alien_nuke_timer,1,,g,t,0,0,,,
weap_sniper_display_state,1,1,c,i,0,0,4,,
ui_objective_text,1,,c,i,-1,-1,1,,
ui_sotf_pistol,1,,g,i,-1,-1,4,,
ui_grind_tags,1,1,c,i,0,0,999,,
ui_alien_show_encounter_score,1,,g,b,0,,,,
ui_challenge_splash_idx,1,,c,i,-1,-1,2046,,
ui_challenge_splash_optional_number,,,c,i,0,0,65535,,# will be sent as a short
blur_target,1,1,c,f,0,0,1000,,#this is set by code
blur_duration_ms,,1,c,i,0,0,5000,,#this is set by code
ui_killstreak_limit,1,,c,i,0,0,1,,
ui_vanguard_ammo,1,,c,i,0,-1,100,,
ui_vanguard_heading,1,,c,i,0,0,360,,
ui_vanguard_altitude,1,,c,i,0,-256,255,,#in meters
ui_vanguard_range,1,,c,i,0,0,256,,#in meters
allow_write_leaderboards,1,,c,b,1,,,,
ui_alien_craft_slot_1,1,,c,i,0,0,20,,
ui_alien_craft_slot_2,1,,c,i,0,0,20,,
ui_alien_craft_slot_3,1,,c,i,0,0,20,,
ui_alien_craft_recipe,1,,c,i,-1,200,500,,
ui_alien_hudcraftinginfo,1,,c,i,-1,-1,20,,
ui_alien_class_skill_timer,1,,c,t,0,,,,
ui_alien_class_skill,1,,c,i,0,0,4,,
ui_alien_class_skill_active,1,,c,b,FALSE,,,,
ui_alien_class_skill_blocked,1,,c,b,FALSE,,,,
ui_alien_locker_key,1,,c,i,0,0,1,,
ui_alien_nightfall_pickup,1,,c,i,0,0,9999,,
ui_alien_intercept_pickup,1,,c,i,0,0,9999,,
ui_alien_intel_num_collected,1,,c,i,0,0,9999,,
ui_alien_stowed_riotshield_ammo,1,,c,i,0,0,100,,
ui_alien_encounter_title_row_1,1,,c,i,0,0,999999,,
ui_alien_encounter_title_row_2,1,,c,i,0,0,999999,,
ui_alien_encounter_title_row_3,1,,c,i,0,0,999999,,
ui_alien_encounter_title_row_4,1,,c,i,0,0,999999,,
ui_alien_encounter_title_row_5,1,,c,i,0,0,999999,,
ui_alien_encounter_title_row_6,1,,c,i,0,0,999999,,
ui_alien_encounter_title_row_7,1,,c,i,0,0,999999,,
ui_alien_encounter_title_row_8,1,,c,i,0,0,999999,,
ui_alien_encounter_score_row_1,1,,c,i,0,0,1000000000,,
ui_alien_encounter_score_row_2,1,,c,i,0,0,1000000000,,
ui_alien_encounter_score_row_3,1,,c,i,0,0,1000000000,,
ui_alien_encounter_score_row_4,1,,c,i,0,0,1000000000,,
ui_alien_encounter_score_row_5,1,,c,i,0,0,1000000000,,
ui_alien_encounter_score_row_6,1,,c,i,0,0,1000000000,,
ui_alien_encounter_score_row_7,1,,c,i,0,0,1000000000,,
ui_alien_encounter_score_row_8,1,,c,i,0,0,1000000000,,
ui_alien_eog_title_row_1,1,,c,i,0,0,999999,,
ui_alien_eog_title_row_2,1,,c,i,0,0,999999,,
ui_alien_eog_title_row_3,1,,c,i,0,0,999999,,
ui_alien_eog_title_row_4,1,,c,i,0,0,999999,,
ui_alien_eog_title_row_5,1,,c,i,0,0,999999,,
ui_alien_eog_title_row_6,1,,c,i,0,0,999999,,
ui_alien_eog_title_row_7,1,,c,i,0,0,999999,,
ui_alien_eog_score_row_1,,,c,i,0,0,1000000000,,
ui_alien_eog_score_row_2,,,c,i,0,0,1000000000,,
ui_alien_eog_score_row_3,,,c,i,0,0,1000000000,,
ui_alien_eog_score_row_4,,,c,i,0,0,1000000000,,
ui_alien_eog_score_row_5,,,c,i,0,0,1000000000,,
ui_alien_eog_score_row_6,,,c,i,0,0,1000000000,,
ui_alien_eog_score_row_7,,,c,i,0,0,1000000000,,
ui_alien_eog_score_row_8,,,c,i,0,0,1000000000,,
ui_alien_eog_score_row_9,,,c,i,0,0,1000000000,,
ui_alien_eog_score_row_10,,,c,i,0,0,1000000000,,
ui_alien_eog_score_row_11,,,c,i,0,0,1000000000,,
ui_alien_eog_score_row_12,,,c,i,0,0,1000000000,,
ui_alien_eog_score_row_13,,,c,i,0,0,1000000000,,
ui_alien_eog_score_row_14,,,c,i,0,0,1000000000,,
ui_alien_eog_score_row_15,,,c,i,0,0,1000000000,,
ui_alien_eog_score_row_16,,,c,i,0,0,1000000000,,
ui_alien_eog_score_row_17,,,c,i,0,0,1000000000,,
ui_alien_eog_score_row_18,,,c,i,0,0,1000000000,,
ui_alien_show_eog_score,1,,c,b,0,,,1,
ui_alien_eggstra_xp,1,,c,b,0,,,,
ui_alien_unlimited_ammo,1,,c,b,FALSE,,,,
ui_fakeloadout_weapon1,1,,c,i,-1,-1,254,,
ui_fakeloadout_weapon1_attach1,1,,c,i,-1,-1,126,,
ui_fakeloadout_weapon1_attach2,1,,c,i,-1,-1,126,,
ui_fakeloadout_weapon1_attach3,1,,c,i,-1,-1,126,,
ui_alien_award_token,1,,c,i,0,0,9999,,
ui_aliens_hardcore,,,g,b,FALSE,,,,
ui_predator_hud,1,1,c,b,FALSE,,,,
ui_predator_hud_graph,1,1,c,b,FALSE,,,,
ui_predator_hud_scanline,1,1,c,b,FALSE,,,,
ui_predator_hud_reticle,1,1,c,i,0,0,3,,
ui_predator_vision,,1,c,b,FALSE,,,,
ui_predator_hud_cloak,1,1,c,i,0,-1,100,,
ui_predator_target_ent,1,1,c,i,-1,-1,511,,
ui_chaos_event,1,,g,i,0,0,100,,
ui_chaos_perk,1,,g,i,0,0,20,,
ui_alien_chaos,,,g,b,FALSE,,,,
ui_alien_chaos_combo_counter,1,,g,i,0,0,999999,,
ui_alien_chaos_score_streak,1,,g,i,0,0,2000000000,,
ui_alien_chaos_total_score,1,,g,i,0,0,2000000000,,
ui_alien_chaos_combo_meter_start,0,,c,t,,,,,# No notify. Values are inferred by changes in ui_alien_chaos_combo_meter_end
ui_alien_chaos_combo_meter_end,1,,c,t,,,,,
ui_alien_chaos_grace_period,1,,g,t,0,,,,
ui_alien_chaos_has_meter_freeze,1,,c,b,FALSE,,,,
ui_alien_chaos_meter_freeze_start,1,,g,t,,,,,
ui_alien_chaos_meter_freeze_end,1,,g,t,,,,,
enableCustomAudioZone,,1,c,b,FALSE,,,,
ui_alien_cash_overflow,1,,c,b,FALSE,,,,
ui_alien_quick_shop_disabled,1,,c,b,FALSE,,,,
ui_alien_chaos_class_skill_bonus,1,,c,i,0,0,10,,
ui_dig_killstreak_show,1,,c,i,-1,-1,5,,
alt_jump_height,,,g,f,0,0,500,,
ui_vanguard_health,1,,c,i,0,0,100,,
ui_custom_reticle_state,1,,c,i,-1,-1,4,,
ui_alien_class_skill_secondary,1,,c,i,0,0,4,,
ui_alien_class_skill_timer_secondary,1,,c,t,0,,,,
ui_alien_class_skill_active_secondary,1,,c,b,FALSE,,,,
