eotech_ret03,ch_eotech_lean,4,0,0,,,,
eotech_ret04,ch_eotech_headshot,4,0,0,,,,
eotech_ret05,ch_eotech_double,3,0,0,,,,
eotech_eotech01,ch_eotech_burst,5,0,0,,,,
eotech_eotech02,ch_eotech_lean,5,0,0,,,,
eotech_eotech03,ch_eotech_headshot,5,0,0,,,,
eotech_eotech04,ch_eotech_double,4,0,0,,,,
eotech_eotech05,ch_eotech_consecutive,4,0,0,,,,
hybrid_ret01,ch_hybrid_zoomin,3,0,0,,,,
hybrid_ret02,ch_hybrid_zoomout,3,0,0,,,,
hybrid_ret03,ch_hybrid_zoomin,4,0,0,,,,
hybrid_ret04,ch_hybrid_headshot,4,0,0,,,,
hybrid_ret05,ch_hybrid_longshot,3,0,0,,,,
hybrid_hybrid01,ch_hybrid_zoomout,4,0,0,,,,
hybrid_hybrid02,ch_hybrid_zoomin,5,0,0,,,,
hybrid_hybrid03,ch_hybrid_headshot,5,0,0,,,,
hybrid_hybrid04,ch_hybrid_longshot,4,0,0,,,,
hybrid_hybrid05,ch_hybrid_penetrate,5,0,0,,,,
reflex_ret01,ch_reflex_moving,3,0,0,,,,
reflex_ret02,ch_reflex_crouch,3,0,0,,,,
reflex_ret03,ch_reflex_moving,4,0,0,,,,
reflex_ret04,ch_reflex_ammoslug,3,0,0,,,,
reflex_ret05,ch_reflex_headshot,4,0,0,,,,
reflex_reflex01,ch_reflex_crouch,5,0,0,,,,
reflex_reflex02,ch_reflex_moving,5,0,0,,,,
reflex_reflex03,ch_reflex_ammoslug,5,0,0,,,,
reflex_reflex04,ch_reflex_headshot,5,0,0,,,,
reflex_reflex05,ch_reflex_altshotgun,4,0,0,,,,
acog_retclan01,ch_ret_clan,1,0,0,,,,
eotech_retclan01,ch_ret_clan,1,0,0,,,,
reflex_retclan01,ch_ret_clan,1,0,0,,,,
hybrid_retclan01,ch_ret_clan,1,0,0,,,,
clan01,ch_cam_clan_01,1,0,0,,,,
clan02,ch_cam_clan_02,1,0,0,,,,
camo03,,,1,0,LUA_MENU_CAMO_CLAN_03,OPERATIONS_CLAN_CUSTOMIZE_DIAMOND_WIN_1,,
camo04,,,1,1,OPERATIONS_MSFT_PACK,OPERATIONS_MSFT_PACK_DESC,,
camo05,,,1,1,OPERATIONS_TEAM_LEADER_PACK,OPERATIONS_TEAM_LEADER_PACK_DESC,,
camo06,,,1,1,LUA_MENU_MP_PACK_S1,LUA_MENU_MP_PACK_S1_DESC,,igs_s1
camo07,,,2,0,DLC_PACK_FLAME,DLC_PACK_DESC,mdlc_pack10,igs_shp
camo08,,,2,0,LUA_MENU_MP_PACK_BLING,DLC_PACK_DESC,mdlc_pack25,igs_svs
camo09,,,2,0,LUA_MENU_MP_PACK_CRISIS,DLC_PACK_DESC,mdlc_pack18,igs_sve
camo10,,,2,0,DLC_PACK_CATS,DLC_PACK_DESC,mdlc_pack11,igs_shp
camo11,,,2,0,LUA_MENU_MP_PACK_EXTINCTION,DLC_PACK_DESC,mdlc_pack26,igs_svs
camo12,,,2,0,DLC_FESTIVE,DLC_FESTIVE_DESC,mdlc_pack0,
camo13,,,2,0,LUA_MENU_MP_PACK_MAKAROV,DLC_PACK_DESC,mdlc_pack19,igs_svp
camo14,,,2,0,LUA_MENU_MP_PACK_MOLTEN,DLC_PACK_DESC,mdlc_pack20,igs_sve
camo15,,,2,0,LUA_MENU_MP_PACK_SOAP,DLC_PACK_DESC,mdlc_pack21,igs_sve
camo16,,,2,0,LUA_MENU_MP_PACK_80S,DLC_PACK_DESC,mdlc_pack15,igs_sve
camo17,,,2,0,LUA_MENU_MP_PACK_HEARTLANDS,DLC_PACK_DESC,mdlc_pack24,igs_sve
camo18,,,2,0,DLC_PACK_CIRCUIT,DLC_PACK_DESC,mdlc_pack9,igs_shp
camo19,,,2,0,LUA_MENU_MP_PACK_BLOODSHOT,DLC_PACK_DESC,mdlc_pack16,igs_sve
camo20,,,2,0,LUA_MENU_MP_PACK_BLUNTFORCE,DLC_PACK_DESC,mdlc_pack17,igs_sve
camo21,,,2,0,LUA_MENU_MP_PACK_FITNESS,DLC_PACK_DESC,mdlc_pack27,igs_svs
camo22,,,2,0,LUA_MENU_MP_PACK_KOI,DLC_PACK_DESC,mdlc_pack28,igs_svs
camo23,,,2,0,LUA_MENU_MP_PACK_LEOPARD,DLC_PACK_DESC,mdlc_pack34,igs_swap
camo24,,,2,0,DLC_PACK_PRICE,DLC_PACK_DESC,mdlc_pack7,igs_shp
camo25,,,2,0,LUA_MENU_MP_PACK_METAL,DLC_PACK_DESC,mdlc_pack29,igs_svs
camo26,,,2,0,LUA_MENU_MP_PACK_UNICORN,DLC_PACK_DESC,mdlc_pack30,igs_svs
camo27,,,2,0,DLC_PACK_RUBBER_DUCKY,DLC_PACK_DESC,mdlc_pack8,igs_shp
camo28,,,2,0,LUA_MENU_MP_PACK_FLAGS,DLC_PACK_DESC,mdlc_pack40,igs_svr
camo29,,,2,0,LUA_MENU_MP_PACK_ABSTRACT,DLC_PACK_DESC,mdlc_pack35,igs_swap
camo30,,,2,0,LUA_MENU_MP_PACK_DRAGON,DLC_PACK_DESC,mdlc_pack36,igs_swap
camo31,,,2,0,LUA_MENU_MP_PACK_PIRATE_SKULLS,DLC_PACK_DESC,mdlc_pack37,igs_swap
camo32,,,2,0,LUA_MENU_MP_PACK_SAILOR_JERRY,DLC_PACK_DESC,mdlc_pack38,igs_swap
camo33,,,2,0,LUA_MENU_MP_PACK_LIME_WOLF,DLC_PACK_DESC,mdlc_pack39,igs_swap
retdlc01,,,1,1,OPERATIONS_TEAM_LEADER_PACK,OPERATIONS_TEAM_LEADER_PACK_DESC,,
retdlc02,,,1,1,OPERATIONS_MSFT_PACK,OPERATIONS_MSFT_PACK_DESC,,
retdlc03,,,2,0,DLC_FESTIVE,DLC_FESTIVE_DESC,mdlc_pack0,
retdlc04,,,2,0,LUA_MENU_MP_PACK_BLUNTFORCE,DLC_PACK_DESC,mdlc_pack17,igs_sve
retdlc05,,,2,0,DLC_PACK_PRICE,DLC_PACK_DESC,mdlc_pack7,igs_shp
retdlc06,,,2,0,DLC_PACK_CIRCUIT,DLC_PACK_DESC,mdlc_pack9,igs_shp
retdlc07,,,2,0,DLC_PACK_FLAME,DLC_PACK_DESC,mdlc_pack10,igs_shp
retdlc08,,,2,0,DLC_PACK_RUBBER_DUCKY,DLC_PACK_DESC,mdlc_pack8,igs_shp
retdlc09,,,2,0,DLC_PACK_CATS,DLC_PACK_DESC,mdlc_pack11,igs_shp
retdlc10,,,1,0,LUA_MENU_CAMO_CLAN_03,OPERATIONS_CLAN_RET_DIAMOND_DESC,,
retdlc11,,,2,0,LUA_MENU_MP_PACK_FLAGS,DLC_PACK_DESC,mdlc_pack40,igs_svr
retdlc12,,,2,0,LUA_MENU_MP_PACK_BLING,DLC_PACK_DESC,mdlc_pack25,igs_svs
retdlc13,,,2,0,LUA_MENU_MP_PACK_MAKAROV,DLC_PACK_DESC,mdlc_pack19,igs_svp
retdlc14,,,2,0,LUA_MENU_MP_PACK_CRISIS,DLC_PACK_DESC,mdlc_pack18,igs_sve
retdlc15,,,2,0,LUA_MENU_MP_PACK_BLOODSHOT,DLC_PACK_DESC,mdlc_pack16,igs_sve
retdlc16,,,2,0,LUA_MENU_MP_PACK_80S,DLC_PACK_DESC,mdlc_pack15,igs_sve
retdlc17,,,2,0,LUA_MENU_MP_PACK_HEARTLANDS,DLC_PACK_DESC,mdlc_pack24,igs_sve
retdlc18,,,2,0,LUA_MENU_MP_PACK_MOLTEN,DLC_PACK_DESC,mdlc_pack20,igs_sve
retdlc19,,,2,0,LUA_MENU_MP_PACK_SOAP,DLC_PACK_DESC,mdlc_pack21,igs_sve
retdlc20,,,1,1,LUA_MENU_MP_PACK_S1,LUA_MENU_MP_PACK_S1_DESC,,igs_s1
retdlc21,,,2,0,LUA_MENU_MP_PACK_EXTINCTION,DLC_PACK_DESC,mdlc_pack26,igs_svs
retdlc22,,,2,0,LUA_MENU_MP_PACK_FITNESS,DLC_PACK_DESC,mdlc_pack27,igs_svs
retdlc23,,,2,0,LUA_MENU_MP_PACK_KOI,DLC_PACK_DESC,mdlc_pack28,igs_svs
retdlc25,,,2,0,LUA_MENU_MP_PACK_METAL,DLC_PACK_DESC,mdlc_pack29,igs_svs
retdlc26,,,2,0,LUA_MENU_MP_PACK_UNICORN,DLC_PACK_DESC,mdlc_pack30,igs_svs
retdlc24,,,2,0,LUA_MENU_MP_PACK_LEOPARD,DLC_PACK_DESC,mdlc_pack34,igs_swap
retdlc27,,,2,0,LUA_MENU_MP_PACK_ABSTRACT,DLC_PACK_DESC,mdlc_pack35,igs_swap
retdlc28,,,2,0,LUA_MENU_MP_PACK_DRAGON,DLC_PACK_DESC,mdlc_pack36,igs_swap
retdlc29,,,2,0,LUA_MENU_MP_PACK_PIRATE_SKULLS,DLC_PACK_DESC,mdlc_pack37,igs_swap
retdlc30,,,2,0,LUA_MENU_MP_PACK_SAILOR_JERRY,DLC_PACK_DESC,mdlc_pack38,igs_swap
retdlc31,,,2,0,LUA_MENU_MP_PACK_LIME_WOLF,DLC_PACK_DESC,mdlc_pack39,igs_swap
