3254,TWAR_KDRATIO
3255,KOTH_KDRATIO
3256,HCTDM_KDRATIO
3257,HCDM_KDRATIO
3258,HCSAB_KDRATIO
3259,HCSD_KDRATIO
3260,HCCTF_KDRATIO
3261,HCDOM_KDRATIO
3262,HCTWAR_KDRATIO
3263,HCKOTH_KDRATIO
3264,TDM_WINS
3265,DM_WINS
3266,SAB_WINS
3267,SD_WINS
3268,CTF_WINS
3269,DOM_WINS
3270,TWAR_WINS
3271,KOTH_WINS
3272,HCTDM_WINS
3273,HCDM_WINS
3274,HCSAB_WINS
3275,HCSD_WINS
3276,HCCTF_WINS
3277,HCDOM_WINS
3278,HCTWAR_WINS
3279,HCKOTH_WINS
3280,TDM_LOSSES
3281,DM_LOSSES
3282,SAB_LOSSES
3283,SD_LOSSES
3284,CTF_LOSSES
3285,DOM_LOSSES
3286,TWAR_LOSSES
3287,KOTH_LOSSES
3288,HCTDM_LOSSES
3289,HCDM_LOSSES
3290,HCSAB_LOSSES
3291,HCSD_LOSSES
3292,HCCTF_LOSSES
3293,HCDOM_LOSSES
3294,HCTWAR_LOSSES
3295,HCKOTH_LOSSES
3296,TDM_WIN_STREAK
3297,DM_WIN_STREAK
3298,SAB_WIN_STREAK
3299,SD_WIN_STREAK
3300,CTF_WIN_STREAK
3301,DOM_WIN_STREAK
3302,TWAR_WIN_STREAK
3303,KOTH_WIN_STREAK
3304,HCTDM_WIN_STREAK
3305,HCDM_WIN_STREAK
3306,HCSAB_WIN_STREAK
3307,HCSD_WIN_STREAK
3308,HCCTF_WIN_STREAK
3309,HCDOM_WIN_STREAK
3310,HCTWAR_WIN_STREAK
3311,HCKOTH_WIN_STREAK
3312,TDM_WLRATIO
3313,DM_WLRATIO
3314,SAB_WLRATIO
3315,SD_WLRATIO
3316,CTF_WLRATIO
3317,DOM_WLRATIO
3318,TWAR_WLRATIO
3319,KOTH_WLRATIO
3320,HCTDM_WLRATIO
3321,HCDM_WLRATIO
3322,HCSAB_WLRATIO
3323,HCSD_WLRATIO
3324,HCCTF_WLRATIO
3325,HCDOM_WLRATIO
3326,HCTWAR_WLRATIO
3327,HCKOTH_WLRATIO
3328,TDM_SCORE
3329,DM_SCORE
3330,SAB_SCORE
3331,SD_SCORE
3332,CTF_SCORE
3333,DOM_SCORE
3334,TWAR_SCORE
3335,KOTH_SCORE
3336,HCTDM_SCORE
3337,HCDM_SCORE
3338,HCSAB_SCORE
3339,HCSD_SCORE
3340,HCCTF_SCORE
3341,HCDOM_SCORE
3342,HCTWAR_SCORE
3343,HCKOTH_SCORE
3344,TDM_TIME_PLAYED_TOTAL
3345,DM_TIME_PLAYED_TOTAL
3346,SAB_TIME_PLAYED_TOTAL
3347,SD_TIME_PLAYED_TOTAL
3348,CTF_TIME_PLAYED_TOTAL
3349,DOM_TIME_PLAYED_TOTAL
3350,TWAR_TIME_PLAYED_TOTAL
3351,KOTH_TIME_PLAYED_TOTAL
3352,HCTDM_TIME_PLAYED_TOTAL
3353,HCDM_TIME_PLAYED_TOTAL
3354,HCSAB_TIME_PLAYED_TOTAL
3355,HCSD_TIME_PLAYED_TOTAL
3356,HCCTF_TIME_PLAYED_TOTAL
3357,HCDOM_TIME_PLAYED_TOTAL
3358,HCTWAR_TIME_PLAYED_TOTAL
3359,HCKOTH_TIME_PLAYED_TOTAL
3360,TDM_CUR_WIN_STREAK
3361,DM_CUR_WIN_STREAK
3362,SAB_CUR_WIN_STREAK
3363,SD_CUR_WIN_STREAK
3364,CTF_CUR_WIN_STREAK
3365,DOM_CUR_WIN_STREAK
3366,TWAR_CUR_WIN_STREAK
3367,KOTH_CUR_WIN_STREAK
3368,HCTDM_CUR_WIN_STREAK
3369,HCDM_CUR_WIN_STREAK
3370,HCSAB_CUR_WIN_STREAK
3371,HCSD_CUR_WIN_STREAK
3372,HCCTF_CUR_WIN_STREAK
3373,HCDOM_CUR_WIN_STREAK
3374,HCTWAR_CUR_WIN_STREAK
3375,HCKOTH_CUR_WIN_STREAK
3400,ARCADEMODE_SCORE_MAK
3401,ARCADEMODE_SCORE_PEL1
3402,ARCADEMODE_SCORE_PEL2
3403,ARCADEMODE_SCORE_SEE1
3404,ARCADEMODE_SCORE_PEL1A
3405,ARCADEMODE_SCORE_PEL1B
3406,ARCADEMODE_SCORE_SEE2
3407,ARCADEMODE_SCORE_BER1
3408,ARCADEMODE_SCORE_BER2
3409,ARCADEMODE_SCORE_OKI2
3410,ARCADEMODE_SCORE_OKI3
3411,ARCADEMODE_SCORE_BER3
3412,ARCADEMODE_SCORE_BER3
3413,NZ_PROTOTYPE_HIGHESTWAVE
3414,NZ_PROTOTYPE_TIMEINWAVE
3415,NZ_PROTOTYPE_TOTALPOINTS
