a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18,t19,u20,v21,w22
555,2,20,global,medal_multikill_3,CHALLENGE_TRIPLE_KILLER,2500,0,,,master_killer,14,EM_BACK_CH_555,,,,killer,,,,,,
556,0,1,global,medal_multikill_4,CHALLENGE_QUAD_KILLER,5000,0,,,master_killer,14,EM_CH_556,,,,killer,,,,,,
557,0,1,global,medal_multikill_5,CHALLENGE_FRENZY_KILLER,6000,0,,,master_killer,14,EM_CH_557,,,,killer,,,,,,
558,0,1,global,medal_multikill_6,CHALLENGE_SUPER_KILLER,7000,0,,,master_killer,14,EM_CH_558,,,,killer,,,,,,
559,0,1,global,medal_multikill_7,CHALLENGE_MEGA_KILLER,8000,0,,,master_killer,14,EM_BACK_CH_559,,,,killer,,,,,,
560,0,1,global,medal_multikill_8,CHALLENGE_ULTRA_KILLER,9000,0,,,master_killer,14,EM_BACK_CH_560,,,,killer,,,,,,
561,0,1,global,medal_multikill_more_than_8,CHALLENGE_CHAIN_KILLER,10000,0,,,master_killer,14,EM_BACK_CH_561,,,,killer,,,,,,
562,0,2,global,medal_uninterrupted_obit_feed_kills,CHALLENGE_FOUR_PIECE_DINNER,1000,0,,,master_killer,14,,,,,,,,,,,
563,1,5,global,medal_uninterrupted_obit_feed_kills,CHALLENGE_FOUR_PIECE_DINNER,2500,0,,,master_killer,14,,,,,,,,,,,
564,2,10,global,medal_uninterrupted_obit_feed_kills,CHALLENGE_FOUR_PIECE_DINNER,5000,0,,,master_killer,14,EM_BACK_CH_564,,,,killer,,,,,,
565,0,29,global,master_killer,CHALLENGE_MASTER_KILLER,10000,0,,,,14,EM_BACK_CH_565,,,,killer,,,,,,
566,0,5,global,medal_kill_enemy_with_their_weapon,CHALLENGE_BACKFIRE,500,0,,,master_of_humiliation,17,,,,,,,,,,,
567,1,10,global,medal_kill_enemy_with_their_weapon,CHALLENGE_BACKFIRE,1000,0,,,master_of_humiliation,17,,,,,,,,,,,
568,2,25,global,medal_kill_enemy_with_their_weapon,CHALLENGE_BACKFIRE,2500,0,,,master_of_humiliation,17,EM_BACK_CH_568,,,,humiliation,,,,,,
569,0,5,global,medal_stop_enemy_killstreak,CHALLENGE_HEARTBREAKER,500,0,,,master_of_humiliation,17,,,,,,,,,,,
570,1,10,global,medal_stop_enemy_killstreak,CHALLENGE_HEARTBREAKER,1000,0,,,master_of_humiliation,17,,,,,,,,,,,
571,2,25,global,medal_stop_enemy_killstreak,CHALLENGE_HEARTBREAKER,2500,0,,,master_of_humiliation,17,EM_BACK_CH_571,,,,humiliation,,,,,,
572,0,5,global,medal_kill_enemy_after_death,CHALLENGE_FROM_THE_GRAVE,500,0,,,master_of_humiliation,17,,,,,,,,,,,
573,1,10,global,medal_kill_enemy_after_death,CHALLENGE_FROM_THE_GRAVE,1000,0,,,master_of_humiliation,17,,,,,,,,,,,
574,2,25,global,medal_kill_enemy_after_death,CHALLENGE_FROM_THE_GRAVE,2500,0,,,master_of_humiliation,17,EM_BACK_CH_574,,,,humiliation,,,,,,
575,0,5,global,medal_backstabber_kill,CHALLENGE_SNEAK_ATTACK,500,0,,,master_of_humiliation,17,,,,,,,,,,,
576,1,10,global,medal_backstabber_kill,CHALLENGE_SNEAK_ATTACK,1000,0,,,master_of_humiliation,17,,,,,,,,,,,
577,2,25,global,medal_backstabber_kill,CHALLENGE_SNEAK_ATTACK,2500,0,,,master_of_humiliation,17,EM_BACK_CH_577,,,,humiliation,,,,,,
578,0,5,global,medal_revenge_kill,CHALLENGE_UNFORGIVING,500,0,,,master_of_humiliation,17,,,,,,,,,,,
579,1,10,global,medal_revenge_kill,CHALLENGE_UNFORGIVING,1000,0,,,master_of_humiliation,17,,,,,,,,,,,
580,2,25,global,medal_revenge_kill,CHALLENGE_UNFORGIVING,2500,0,,,master_of_humiliation,17,EM_BACK_CH_580,,,,humiliation,,,,,,
581,0,5,global,medal_stick_explosive_kill,CHALLENGE_STICKY_BOMBER,500,0,,,master_of_humiliation,17,,,,,,,,,,,
582,1,10,global,medal_stick_explosive_kill,CHALLENGE_STICKY_BOMBER,1000,0,,,master_of_humiliation,17,,,,,,,,,,,
583,2,25,global,medal_stick_explosive_kill,CHALLENGE_STICKY_BOMBER,2500,0,,,master_of_humiliation,17,EM_BACK_CH_583,,,,humiliation,,,,,,
584,0,10,global,kill_nemesis,CHALLENGE_ARCH_NEMESIS,1000,0,,,master_of_humiliation,17,EM_CH_584,,,,humiliation,,,,,,
585,0,5,global,medal_bounce_hatchet_kill,CHALLENGE_CIRCUS_ACT,500,0,,,master_of_humiliation,17,EM_CH_585,,,,humiliation,,,,,,
586,0,1,global,killstreak_5_picked_up_weapon,CHALLENGE_FOUND_KILLS,500,0,,,master_of_humiliation,17,EM_CH_586,,,,humiliation,,,,,,
587,0,1,global,kill_enemy_shoot_their_explosive,CHALLENGE_SHORT_FUSE,500,0,,,master_of_humiliation,17,EM_CH_587,,,,humiliation,,,,,,
588,0,1,global,kill_enemy_who_shocked_you,CHALLENGE_HIGH_VOLTAGE,500,0,,,master_of_humiliation,17,EM_CH_588,,,,humiliation,,,,,,
589,0,1,global,shock_enemy_then_stab_them,CHALLENGE_FOLLOW_THROUGH,500,0,,,master_of_humiliation,17,EM_CH_590,,,,humiliation,,,,,,
590,0,1,global,hatchet_kill_with_shield_equiped,CHALLENGE_STICK_AROUND,250,0,,,master_of_humiliation,17,EM_CH_591,,,,humiliation,,,,,,
591,0,1,global,long_distance_hatchet_kill,CHALLENGE_HAIL_MARY,2000,0,,,master_of_humiliation,17,EM_CH_592,,,,humiliation,,,,,,
592,0,26,global,master_of_humiliation,CHALLENGE_MASTER_OF_HUMILIATION,10000,0,,,,17,EM_BACK_CH_592,,,,humiliation,,,,,,
593,0,10,global,kill_with_cooked_grenade,CHALLENGE_MASTER_CHEF,250,0,,,field_specialist,20,,,,,,,,,,,
594,1,25,global,kill_with_cooked_grenade,CHALLENGE_MASTER_CHEF,500,0,,,field_specialist,20,,,,,,,,,,,
595,2,50,global,kill_with_cooked_grenade,CHALLENGE_MASTER_CHEF,750,0,,,field_specialist,20,EM_BACK_CH_595,,,,fieldspecialist,,,,,,
596,0,10,global,kill_with_hacked_claymore,CHALLENGE_COUNTER_TRAPPER,1000,0,,,field_specialist,20,EM_CH_612,,,,fieldspecialist,,,,,,
597,0,5,global,medal_kill_enemy_with_hacked_care_package,CHALLENGE_SURPRISE_PACKAGE,500,0,,,field_specialist,20,EM_CH_613,,,,fieldspecialist,,,,,,
598,0,1,global,disarm_hacked_carepackage,CHALLENGE_COUNTER_HACKER,500,0,,,field_specialist,20,EM_CH_614,,,,fieldspecialist,,,,,,
599,0,25,global,destroy_helicopter,CHALLENGE_CHOPPER_HUNTER,2000,0,,,field_specialist,20,EM_CH_615,,,,fieldspecialist,,,,,,
600,0,1,global,destroy_5_tactical_inserts,CHALLENGE_CLEAN_SWEEP,1000,0,,,field_specialist,20,EM_CH_616,,,,fieldspecialist,,,,,,
602,0,5,global,kill_with_resupplied_lethal_grenade,CHALLENGE_GRAB_N_GO,500,0,,,field_specialist,20,EM_CH_618,,,,fieldspecialist,,,,,,
603,0,1,global,survive_claymore_kill_planter_flak_jacket_equipped,CHALLENGE_PROTECTED_KILL,500,0,,,field_specialist,20,EM_CH_619,,,,fieldspecialist,,,,,,
604,0,1,global,stun_aitank_wIth_emp_grenade,CHALLENGE_CLOSE_CALL,500,0,,,field_specialist,20,EM_CH_620,,,,fieldspecialist,,,,,,
605,0,12,global,field_specialist,CHALLENGE_FIELD_SPECIALIST,10000,0,,,,20,,,,,,,,,,,
606,0,5,global,kill_with_tossed_back_lethal,CHALLENGE_RETURN_TO_SENDER,500,0,,,precision_master,23,,,,,,,,,,,
607,1,10,global,kill_with_tossed_back_lethal,CHALLENGE_RETURN_TO_SENDER,1000,0,,,precision_master,23,,,,,,,,,,,
608,2,25,global,kill_with_tossed_back_lethal,CHALLENGE_RETURN_TO_SENDER,2500,0,,,precision_master,23,EM_BACK_CH_608,,,,precision,,,,,,
609,0,5,global,get_final_kill,CHALLENGE_MOVIE_STAR,500,0,,,precision_master,23,,,,,,,,,,,
610,1,10,global,get_final_kill,CHALLENGE_MOVIE_STAR,1000,0,,,precision_master,23,,,,,,,,,,,
611,2,25,global,get_final_kill,CHALLENGE_MOVIE_STAR,2500,0,,,precision_master,23,EM_BACK_CH_611,,,,precision,,,,,,
612,0,5,global,kill_enemy_withcar,CHALLENGE_SITUATIONAL_AWARENESS,500,0,,,precision_master,23,,,,,,,,,,,
613,1,10,global,kill_enemy_withcar,CHALLENGE_SITUATIONAL_AWARENESS,1000,0,,,precision_master,23,,,,,,,,,,,
614,2,25,global,kill_enemy_withcar,CHALLENGE_SITUATIONAL_AWARENESS,2500,0,,,precision_master,23,EM_BACK_CH_615,,,,precision,,,,,,
615,0,1,global,destroy_rcbomb_with_hatchet,CHALLENGE_TRICK_SHOT,2500,0,,,precision_master,23,EM_CH_631,,,,precision,,,,,,
616,0,1,global,kill_every_enemy,CHALLENGE_CLEAN_HOUSE,2500,0,,,precision_master,23,EM_CH_632,,,,precision,,,,,,
617,0,1,global,kill_15_with_blade,CHALLENGE_SLICE_N_DICE,2500,0,,,precision_master,23,EM_CH_633,,,,precision,,,,,,
618,0,1,global,killstreak_10_no_weapons_perks,CHALLENGE_WET_WORK,2500,0,,,precision_master,23,EM_CH_634,,,,precision,,,,,,
619,0,1,global,multikill_3_near_death,CHALLENGE_SITUATION_CRITICAL,2500,0,,,precision_master,23,EM_CH_635,,,,precision,,,,,,
620,0,1,global,longshot_3_onelife,CHALLENGE_FAR_SIGHTED,2500,0,,,precision_master,23,EM_CH_636,,,,precision,,,,,,
621,0,1,global,stick_explosive_kill_5_onegame,CHALLENGE_TICK_TICK_BOOM,2500,0,,,precision_master,23,EM_CH_637,,,,precision,,,,,,
622,0,1,global,pistolHeadshot_10_onegame,CHALLENGE_PISTOLEER,2500,0,,,precision_master,23,EM_CH_638,,,,precision,,,,,,
623,0,1,global,multikill_3_lmg_or_smg_hip_fire,CHALLENGE_SAY_HELLO,2500,0,,,precision_master,23,EM_CH_639,,,,precision,,,,,,
624,0,1,global,headshot_assault_5_onegame,CHALLENGE_HEADHUNTER,2500,0,,,precision_master,23,EM_CH_640,,,,precision,,,,,,
625,0,1,global,kill_10_enemy_one_bullet_sniper_onegame,CHALLENGE_SHARPSHOOTER,2500,0,,,precision_master,23,EM_CH_641,,,,precision,,,,,,
626,0,1,global,kill_10_enemy_one_bullet_shotgun_onegame,CHALLENGE_CLOSE_QUARTERS_EXPERT,2500,0,,,precision_master,23,EM_CH_642,,,,precision,,,,,,
627,0,21,global,precision_master,CHALLENGE_PRECISION_MASTER,10000,0,,,,23,EM_BACK_CH_627,,,,precision,,,,,,
628,0,250000,global,lifetime_career_score,CHALLENGE_LIFETIME_SCORE,1000,0,,,complete_all_career_ops,3,,,,,,,,,,,
629,1,500000,global,lifetime_career_score,CHALLENGE_LIFETIME_SCORE,2000,0,,,complete_all_career_ops,3,,,,,,,,,,,
630,2,750000,global,lifetime_career_score,CHALLENGE_LIFETIME_SCORE,5000,0,,,complete_all_career_ops,3,,,,,,,,,,,
631,3,1000000,global,lifetime_career_score,CHALLENGE_LIFETIME_SCORE,7500,0,,,complete_all_career_ops,3,,,,,,,,,,,
632,4,1500000,global,lifetime_career_score,CHALLENGE_LIFETIME_SCORE,10000,0,,,complete_all_career_ops,3,EM_BACK_CH_632,,,,operations,,,,,,
633,0,50,global,wins,CHALLENGE_LIFETIME_WINS,500,0,,,complete_all_career_ops,3,,,,,,,,,,,
634,1,100,global,wins,CHALLENGE_LIFETIME_WINS,1000,0,,,complete_all_career_ops,3,,,,,,,,,,,
635,2,150,global,wins,CHALLENGE_LIFETIME_WINS,2000,0,,,complete_all_career_ops,3,,,,,,,,,,,
636,3,250,global,wins,CHALLENGE_LIFETIME_WINS,3000,0,,,complete_all_career_ops,3,,,,,,,,,,,
637,4,500,global,wins,CHALLENGE_LIFETIME_WINS,5000,0,,,complete_all_career_ops,3,EM_BACK_CH_637,,,,operations,,,,,,
638,0,25,global,top3any,CHALLENGE_LIFETIME_TOP3,500,0,,,complete_all_career_ops,3,,,,,,,,,,,
639,1,50,global,top3any,CHALLENGE_LIFETIME_TOP3,1000,0,,,complete_all_career_ops,3,,,,,,,,,,,
640,2,100,global,top3any,CHALLENGE_LIFETIME_TOP3,2000,0,,,complete_all_career_ops,3,,,,,,,,,,,
641,3,150,global,top3any,CHALLENGE_LIFETIME_TOP3,3000,0,,,complete_all_career_ops,3,,,,,,,,,,,
642,4,250,global,top3any,CHALLENGE_LIFETIME_TOP3,5000,0,,,complete_all_career_ops,3,EM_BACK_CH_642,,,,operations,,,,,,
643,0,10000,global,lifetime_career_score_HC,CHALLENGE_LIFETIME_HC_SCORE,1000,0,,,complete_all_career_ops,3,,,,,,,,,,,
644,1,30000,global,lifetime_career_score_HC,CHALLENGE_LIFETIME_HC_SCORE,2000,0,,,complete_all_career_ops,3,,,,,,,,,,,
645,2,50000,global,lifetime_career_score_HC,CHALLENGE_LIFETIME_HC_SCORE,5000,0,,,complete_all_career_ops,3,,,,,,,,,,,
646,3,75000,global,lifetime_career_score_HC,CHALLENGE_LIFETIME_HC_SCORE,7500,0,,,complete_all_career_ops,3,,,,,,,,,,,
647,4,100000,global,lifetime_career_score_HC,CHALLENGE_LIFETIME_HC_SCORE,10000,0,,,complete_all_career_ops,3,EM_BACK_CH_647,,,,operations,,,,,,
648,0,25,global,wins_HC,CHALLENGE_LIFETIME_HC_WINS,500,0,,,complete_all_career_ops,3,,,,,,,,,,,
649,1,50,global,wins_HC,CHALLENGE_LIFETIME_HC_WINS,1000,0,,,complete_all_career_ops,3,,,,,,,,,,,
650,2,100,global,wins_HC,CHALLENGE_LIFETIME_HC_WINS,2000,0,,,complete_all_career_ops,3,,,,,,,,,,,
651,3,150,global,wins_HC,CHALLENGE_LIFETIME_HC_WINS,3000,0,,,complete_all_career_ops,3,,,,,,,,,,,
652,4,250,global,wins_HC,CHALLENGE_LIFETIME_HC_WINS,5000,0,,,complete_all_career_ops,3,EM_BACK_CH_653,,,,operations,,,,,,
653,0,25,global,top3any_HC,CHALLENGE_LIFETIME_HC_TOP3,500,0,,,complete_all_career_ops,3,,,,,,,,,,,
654,1,50,global,top3any_HC,CHALLENGE_LIFETIME_HC_TOP3,1000,0,,,complete_all_career_ops,3,,,,,,,,,,,
655,2,100,global,top3any_HC,CHALLENGE_LIFETIME_HC_TOP3,2000,0,,,complete_all_career_ops,3,,,,,,,,,,,
656,3,150,global,top3any_HC,CHALLENGE_LIFETIME_HC_TOP3,3000,0,,,complete_all_career_ops,3,,,,,,,,,,,
657,4,250,global,top3any_HC,CHALLENGE_LIFETIME_HC_TOP3,5000,0,,,complete_all_career_ops,3,EM_BACK_CH_657,,,,operations,,,,,,
658,0,10000,global,lifetime_career_score_MULTITEAM,CHALLENGE_LIFETIME_MT_SCORE,1000,0,,,complete_all_career_ops,3,,,,,,,,,,,
659,1,30000,global,lifetime_career_score_MULTITEAM,CHALLENGE_LIFETIME_MT_SCORE,2000,0,,,complete_all_career_ops,3,,,,,,,,,,,
660,2,50000,global,lifetime_career_score_MULTITEAM,CHALLENGE_LIFETIME_MT_SCORE,5000,0,,,complete_all_career_ops,3,,,,,,,,,,,
661,3,75000,global,lifetime_career_score_MULTITEAM,CHALLENGE_LIFETIME_MT_SCORE,7500,0,,,complete_all_career_ops,3,,,,,,,,,,,
662,4,100000,global,lifetime_career_score_MULTITEAM,CHALLENGE_LIFETIME_MT_SCORE,10000,0,,,complete_all_career_ops,3,EM_BACK_CH_662,,,,operations,,,,,,
663,0,25,global,wins_MULTITEAM,CHALLENGE_LIFETIME_MT_WINS,500,0,,,complete_all_career_ops,3,,,,,,,,,,,
664,1,50,global,wins_MULTITEAM,CHALLENGE_LIFETIME_MT_WINS,1000,0,,,complete_all_career_ops,3,,,,,,,,,,,
665,2,100,global,wins_MULTITEAM,CHALLENGE_LIFETIME_MT_WINS,2000,0,,,complete_all_career_ops,3,,,,,,,,,,,
666,3,150,global,wins_MULTITEAM,CHALLENGE_LIFETIME_MT_WINS,3000,0,,,complete_all_career_ops,3,,,,,,,,,,,
667,4,250,global,wins_MULTITEAM,CHALLENGE_LIFETIME_MT_WINS,5000,0,,,complete_all_career_ops,3,EM_BACK_CH_667,,,,operations,,,,,,
668,0,25,global,top3any_MULTITEAM,CHALLENGE_LIFETIME_MT_TOP3,500,0,,,complete_all_career_ops,3,,,,,,,,,,,
669,1,50,global,top3any_MULTITEAM,CHALLENGE_LIFETIME_MT_TOP3,1000,0,,,complete_all_career_ops,3,,,,,,,,,,,
670,2,100,global,top3any_MULTITEAM,CHALLENGE_LIFETIME_MT_TOP3,2000,0,,,complete_all_career_ops,3,,,,,,,,,,,
671,3,150,global,top3any_MULTITEAM,CHALLENGE_LIFETIME_MT_TOP3,3000,0,,,complete_all_career_ops,3,,,,,,,,,,,
672,4,250,global,top3any_MULTITEAM,CHALLENGE_LIFETIME_MT_TOP3,5000,0,,,complete_all_career_ops,3,EM_BACK_CH_672,,,,operations,,,,,,
673,0,45,global,complete_all_career_ops,CHALLENGE_COMPLETE_ALL_CAREER_OPS,10000,0,,,,3,EM_BACK_CH_673,,,,operations,,,,,,
674,0,500,global,kills,CHALLENGE_LIFETIME_KILLS,500,0,,,complete_all_career_combat_ops,3,,,,,,,,,,,
675,1,1000,global,kills,CHALLENGE_LIFETIME_KILLS,1000,0,,,complete_all_career_combat_ops,3,,,,,,,,,,,
676,2,2500,global,kills,CHALLENGE_LIFETIME_KILLS,2500,0,,,complete_all_career_combat_ops,3,,,,,,,,,,,
677,3,5000,global,kills,CHALLENGE_LIFETIME_KILLS,5000,0,,,complete_all_career_combat_ops,3,,,,,,,,,,,
678,4,10000,global,kills,CHALLENGE_LIFETIME_KILLS,10000,0,,,complete_all_career_combat_ops,3,EM_BACK_CH_678,,,,combat,,,,,,
679,0,100,global,headshots,CHALLENGE_LIFETIME_HEADSHOTS,1000,0,,,complete_all_career_combat_ops,3,,,,,,,,,,,
680,1,250,global,headshots,CHALLENGE_LIFETIME_HEADSHOTS,1500,0,,,complete_all_career_combat_ops,3,,,,,,,,,,,
681,2,500,global,headshots,CHALLENGE_LIFETIME_HEADSHOTS,2000,0,,,complete_all_career_combat_ops,3,,,,,,,,,,,
682,3,750,global,headshots,CHALLENGE_LIFETIME_HEADSHOTS,2500,0,,,complete_all_career_combat_ops,3,,,,,,,,,,,
683,4,1000,global,headshots,CHALLENGE_LIFETIME_HEADSHOTS,5000,0,,,complete_all_career_combat_ops,3,EM_BACK_CH_683,,,,combat,,,,,,
684,0,100,group,kills,CHALLENGE_LIFETIME_CATEGORY_WEAPON_KILLS,1000,0,,,complete_all_career_combat_ops,3,,weapon_assault weapon_smg weapon_lmg weapon_cqb weapon_sniper weapon_pistol killstreak,,,,,,,,,
685,1,250,group,kills,CHALLENGE_LIFETIME_CATEGORY_WEAPON_KILLS,1500,0,,,complete_all_career_combat_ops,3,,weapon_assault weapon_smg weapon_lmg weapon_cqb weapon_sniper weapon_pistol killstreak,,,,,,,,,
686,2,500,group,kills,CHALLENGE_LIFETIME_CATEGORY_WEAPON_KILLS,2000,0,,,complete_all_career_combat_ops,3,,weapon_assault weapon_smg weapon_lmg weapon_cqb weapon_sniper weapon_pistol killstreak,,,,,,,,,
687,3,750,group,kills,CHALLENGE_LIFETIME_CATEGORY_WEAPON_KILLS,2500,0,,,complete_all_career_combat_ops,3,,weapon_assault weapon_smg weapon_lmg weapon_cqb weapon_sniper weapon_pistol killstreak,,,,,,,,,
688,4,1000,group,kills,CHALLENGE_LIFETIME_CATEGORY_WEAPON_KILLS,5000,0,,,complete_all_career_combat_ops,3,EM_BACK_CH_688_,weapon_assault weapon_smg weapon_lmg weapon_cqb weapon_sniper weapon_pistol killstreak,,,combat,,,,,,
689,0,1500,global,assist_score_killstreak,CHALLENGE_LIFETIME_KILLSTREAK_ASSIST_SCORE,1000,0,,,complete_all_career_combat_ops,3,,,,,,,,,,,
690,1,2500,global,assist_score_killstreak,CHALLENGE_LIFETIME_KILLSTREAK_ASSIST_SCORE,1500,0,,,complete_all_career_combat_ops,3,,,,,,,,,,,
691,2,5000,global,assist_score_killstreak,CHALLENGE_LIFETIME_KILLSTREAK_ASSIST_SCORE,2000,0,,,complete_all_career_combat_ops,3,,,,,,,,,,,
692,3,7500,global,assist_score_killstreak,CHALLENGE_LIFETIME_KILLSTREAK_ASSIST_SCORE,2500,0,,,complete_all_career_combat_ops,3,,,,,,,,,,,
693,4,10000,global,assist_score_killstreak,CHALLENGE_LIFETIME_KILLSTREAK_ASSIST_SCORE,5000,0,,,complete_all_career_combat_ops,3,EM_BACK_CH_693,,,,combat,,,,,,
700,0,50,global,kill_crossbow_stackfire,CHALLENGE_COMBAT_EFFICIENCY_STACKFIRE_KILLS,500,,,,,3,,,1,,,,,,,,
701,1,100,global,kill_crossbow_stackfire,CHALLENGE_COMBAT_EFFICIENCY_STACKFIRE_KILLS,1000,,,,,3,,,1,,,,,,,,
702,2,200,global,kill_crossbow_stackfire,CHALLENGE_COMBAT_EFFICIENCY_STACKFIRE_KILLS,1500,,,,,3,,,1,,,,,,,,
