a0,b1,c2,d3,e4,f5,g6,h7,i8,j9
weapon_attachment,acog,15,0,5,0,0,0,,saritch
weapon_attachment,rangefinder,15,0,5,0,0,0,,saritch
weapon_attachment,dualoptic,10,0,10,0,0,0,,saritch
weapon_attachment,extclip,0,0,0,0,0,10,,saritch
weapon_attachment,fmj,0,15,0,0,0,0,,saritch
weapon_attachment,stalker,10,0,0,0,0,0,,saritch
weapon_attachment,silencer,0,-5,-10,0,0,0,,saritch
weapon_attachment,steadyaim,10,0,0,0,0,0,,saritch
weapon_attachment,sf,10,0,10,10,10,0,,saritch
weapon_attachment,fastads,10,0,0,0,0,0,,saritch
weapon_attachment,grip,20,0,0,0,0,0,,saritch
weapon_attachment,gl,0,20,0,0,0,0,,saritch
weapon_attachment,mms,-5,0,0,0,0,0,,saritch
weapon_attachment,holo,10,0,10,0,0,0,,saritch
weapon_assault,scar,45,65,60,50,50,20,MPUI_FULL_AUTO,
weapon_attachment,reflex,15,0,5,0,0,0,,scar
weapon_attachment,acog,15,0,5,0,0,0,,scar
weapon_attachment,rangefinder,15,0,5,0,0,0,,scar
weapon_attachment,dualoptic,10,0,10,0,0,0,,scar
weapon_attachment,extclip,0,0,0,0,0,10,,scar
weapon_attachment,fmj,0,15,0,0,0,0,,scar
weapon_attachment,stalker,10,0,0,0,0,0,,scar
weapon_attachment,silencer,0,-5,-10,0,0,0,,scar
weapon_attachment,steadyaim,10,0,0,0,0,0,,scar
weapon_attachment,sf,10,0,10,10,10,0,,scar
weapon_attachment,fastads,10,0,0,0,0,0,,scar
weapon_attachment,grip,20,0,0,0,0,0,,scar
weapon_attachment,gl,0,20,0,0,0,0,,scar
weapon_attachment,mms,-5,0,0,0,0,0,,scar
weapon_attachment,holo,10,0,10,0,0,0,,scar
weapon_assault,tar21,60,50,50,60,60,30,MPUI_FULL_AUTO,
weapon_attachment,reflex,15,0,5,0,0,0,,tar21
weapon_attachment,acog,15,0,5,0,0,0,,tar21
weapon_attachment,rangefinder,15,0,5,0,0,0,,tar21
weapon_attachment,dualoptic,10,0,10,0,0,0,,tar21
weapon_attachment,extclip,0,0,0,0,0,10,,tar21
weapon_attachment,fmj,0,15,0,0,0,0,,tar21
weapon_attachment,stalker,10,0,0,0,0,0,,tar21
weapon_attachment,silencer,0,-5,-10,0,0,0,,tar21
weapon_attachment,steadyaim,10,0,0,0,0,0,,tar21
weapon_attachment,sf,10,0,10,10,10,0,,tar21
weapon_attachment,silencer,0,-5,-10,0,0,0,,tar21
weapon_attachment,fastads,10,0,0,0,0,0,,tar21
weapon_attachment,grip,20,0,0,0,0,0,,tar21
weapon_attachment,gl,0,20,0,0,0,0,,tar21
weapon_attachment,mms,-5,0,0,0,0,0,,tar21
weapon_attachment,holo,10,0,10,0,0,0,,tar21
weapon_assault,hk416,70,45,45,60,60,30,MPUI_FULL_AUTO,
weapon_attachment,reflex,15,0,5,0,0,0,,hk416
weapon_attachment,acog,15,0,5,0,0,0,,hk416
weapon_attachment,rangefinder,15,0,5,0,0,0,,hk416
weapon_attachment,dualoptic,10,0,10,0,0,0,,hk416
weapon_attachment,extclip,0,0,0,0,0,10,,hk416
weapon_attachment,fmj,0,15,0,0,0,0,,hk416
weapon_attachment,stalker,10,0,0,0,0,0,,hk416
weapon_attachment,silencer,0,-5,-10,0,0,0,,hk416
weapon_attachment,steadyaim,10,0,0,0,0,0,,hk416
weapon_attachment,sf,10,0,10,10,10,0,,hk416
weapon_attachment,fastads,10,0,0,0,0,0,,hk416
weapon_attachment,grip,20,0,0,0,0,0,,hk416
weapon_attachment,gl,0,20,0,0,0,0,,hk416
weapon_attachment,mms,-5,0,0,0,0,0,,hk416
weapon_attachment,holo,10,0,10,0,0,0,,hk416
weapon_assault,sa58,75,70,70,20,20,25,MPUI_FULL_AUTO,
weapon_attachment,reflex,15,0,5,0,0,0,,sa58
weapon_attachment,acog,15,0,5,0,0,0,,sa58
weapon_attachment,rangefinder,15,0,5,0,0,0,,sa58
weapon_attachment,dualoptic,10,0,10,0,0,0,,sa58
weapon_attachment,extclip,0,0,0,0,0,10,,sa58
weapon_attachment,fmj,0,15,0,0,0,0,,sa58
weapon_attachment,stalker,10,0,0,0,0,0,,sa58
weapon_attachment,silencer,0,-5,-10,0,0,0,,sa58
weapon_attachment,steadyaim,10,0,0,0,0,0,,sa58
weapon_attachment,sf,10,0,10,10,10,0,,sa58
weapon_attachment,fastads,10,0,0,0,0,0,,sa58
weapon_attachment,grip,20,0,0,0,0,0,,sa58
weapon_attachment,gl,0,20,0,0,0,0,,sa58
weapon_attachment,mms,-5,0,0,0,0,0,,sa58
weapon_attachment,holo,10,0,10,0,0,0,,sa58
weapon_smg,qcw05,55,65,30,70,70,40,MPUI_FULL_AUTO,
weapon_attachment,reflex,15,0,5,0,0,0,,qcw05
weapon_attachment,rangefinder,15,0,5,0,0,0,,qcw05
weapon_attachment,extclip,0,0,0,0,0,10,,qcw05
weapon_attachment,fmj,0,15,0,0,0,0,,qcw05
weapon_attachment,stalker,10,0,0,0,0,0,,qcw05
weapon_attachment,dualclip,0,0,0,0,0,0,,qcw05
weapon_attachment,steadyaim,10,0,0,0,0,0,,qcw05
weapon_attachment,rf,-20,5,-10,20,20,0,,qcw05
weapon_attachment,extbarrel,0,5,15,0,0,0,,qcw05
weapon_attachment,silencer,0,-5,-10,0,0,0,,qcw05
weapon_attachment,fastads,10,0,0,0,0,0,,qcw05
weapon_attachment,grip,20,0,0,0,0,0,,qcw05
weapon_attachment,sf,10,0,10,10,10,0,,qcw05
weapon_attachment,mms,-5,0,0,0,0,0,,qcw05
weapon_attachment,holo,10,0,10,0,0,0,,qcw05
weapon_smg,evoskorpion,40,80,20,80,80,40,MPUI_FULL_AUTO,
weapon_attachment,reflex,15,0,5,0,0,0,,evoskorpion
weapon_attachment,rangefinder,15,0,5,0,0,0,,evoskorpion
weapon_attachment,extclip,0,0,0,0,0,10,,evoskorpion
weapon_attachment,fmj,0,15,0,0,0,0,,evoskorpion
weapon_attachment,stalker,10,0,0,0,0,0,,evoskorpion
weapon_attachment,dualclip,0,0,0,0,0,0,,evoskorpion
weapon_attachment,steadyaim,10,0,0,0,0,0,,evoskorpion
weapon_attachment,rf,-20,5,-10,20,20,0,,evoskorpion
weapon_attachment,extbarrel,0,5,15,0,0,0,,evoskorpion
weapon_smg,silencer,0,-5,-10,0,0,0,,evoskorpion
weapon_attachment,fastads,10,0,0,0,0,0,,evoskorpion
weapon_attachment,grip,20,0,0,0,0,0,,evoskorpion
weapon_attachment,sf,10,0,10,0,0,0,,evoskorpion
weapon_attachment,mms,-5,0,0,0,0,0,,evoskorpion
weapon_attachment,holo,10,0,10,0,0,0,,evoskorpion
weapon_smg,vector,70,55,25,70,70,40,MPUI_BURST,
weapon_attachment,reflex,15,0,5,0,0,0,,vector
weapon_attachment,rangefinder,15,0,5,0,0,0,,vector
weapon_attachment,extclip,0,0,0,0,0,10,,vector
weapon_attachment,fmj,0,15,0,0,0,0,,vector
weapon_attachment,stalker,10,0,0,0,0,0,,vector
weapon_attachment,dualclip,0,0,0,0,0,0,,vector
weapon_attachment,steadyaim,10,0,0,0,0,0,,vector
weapon_attachment,rf,-20,5,-10,20,20,0,,vector
weapon_attachment,extbarrel,0,5,15,0,0,0,,vector
weapon_attachment,silencer,0,-5,-10,0,0,0,,vector
weapon_attachment,fastads,10,0,0,0,0,0,,vector
weapon_attachment,grip,20,0,0,0,0,0,,vector
weapon_attachment,sf,10,0,10,10,10,0,,vector
weapon_attachment,mms,-5,0,0,0,0,0,,vector
weapon_attachment,holo,10,0,10,0,0,0,,vector
weapon_smg,insas,65,55,40,60,60,40,MPUI_FULL_AUTO,
weapon_attachment,reflex,15,0,5,0,0,0,,insas
weapon_attachment,rangefinder,15,0,5,0,0,0,,insas
weapon_attachment,extclip,0,0,0,0,0,10,,insas
weapon_attachment,fmj,0,15,0,0,0,0,,insas
weapon_attachment,stalker,10,0,0,0,0,0,,insas
weapon_attachment,dualclip,0,0,0,0,0,0,,insas
weapon_attachment,steadyaim,10,0,0,0,0,0,,insas
weapon_attachment,rf,-20,5,-10,20,20,0,,insas
weapon_attachment,extbarrel,0,5,15,0,0,0,,insas
weapon_attachment,silencer,0,-5,-10,0,0,0,,insas
weapon_attachment,fastads,10,0,0,0,0,0,,insas
weapon_attachment,grip,20,0,0,0,0,0,,insas
weapon_attachment,sf,10,0,10,0,0,0,,insas
weapon_attachment,mms,-5,0,0,0,0,0,,insas
weapon_attachment,holo,10,0,10,0,0,0,,insas
weapon_smg,mp7,45,75,30,70,70,40,MPUI_FULL_AUTO,
weapon_attachment,reflex,15,0,5,0,0,0,,mp7
weapon_attachment,rangefinder,15,0,5,0,0,0,,mp7
weapon_attachment,extclip,0,0,0,0,0,10,,mp7
weapon_attachment,fmj,0,15,0,0,0,0,,mp7
weapon_attachment,stalker,10,0,0,0,0,0,,mp7
weapon_attachment,dualclip,0,0,0,0,0,0,,mp7
weapon_attachment,steadyaim,10,0,0,0,0,0,,mp7
weapon_attachment,rf,-20,5,-10,20,20,0,,mp7
weapon_attachment,extbarrel,0,5,15,0,0,0,,mp7
weapon_attachment,silencer,0,-5,-10,0,0,0,,mp7
weapon_attachment,fastads,10,0,0,0,0,0,,mp7
weapon_attachment,grip,20,0,0,0,0,0,,mp7
weapon_attachment,sf,10,0,10,10,10,0,,mp7
weapon_attachment,mms,-5,0,0,0,0,0,,mp7
weapon_attachment,holo,10,0,10,0,0,0,,mp7
weapon_smg,pdw57,60,50,35,65,65,40,MPUI_FULL_AUTO,
weapon_attachment,reflex,15,0,5,0,0,0,,pdw57
weapon_attachment,rangefinder,15,0,5,0,0,0,,pdw57
weapon_attachment,extclip,0,0,0,0,0,10,,pdw57
weapon_attachment,fmj,0,15,0,0,0,0,,pdw57
weapon_attachment,stalker,10,0,0,0,0,0,,pdw57
weapon_attachment,dualclip,0,0,0,0,0,0,,pdw57
weapon_attachment,steadyaim,10,0,0,0,0,0,,pdw57
weapon_attachment,rf,-20,5,-10,20,20,0,,pdw57
weapon_attachment,extbarrel,0,5,15,0,0,0,,pdw57
weapon_attachment,silencer,0,-5,-10,0,0,0,,pdw57
weapon_attachment,fastads,10,0,0,0,0,0,,pdw57
weapon_attachment,grip,20,0,0,0,0,0,,pdw57
weapon_attachment,sf,10,0,10,10,10,0,,pdw57
weapon_attachment,mms,-5,0,0,0,0,0,,pdw57
weapon_attachment,holo,10,0,10,0,0,0,,pdw57
weapon_smg,peacekeeper,70,40,50,60,60,30,MPUI_FULL_AUTO,
weapon_attachment,reflex,15,0,5,0,0,0,,peacekeeper
weapon_attachment,rangefinder,15,0,5,0,0,0,,peacekeeper
weapon_attachment,extclip,0,0,0,0,0,10,,peacekeeper
weapon_attachment,fmj,0,15,0,0,0,0,,peacekeeper
weapon_attachment,stalker,10,0,0,0,0,0,,peacekeeper
weapon_attachment,dualclip,0,0,0,0,0,0,,peacekeeper
weapon_attachment,steadyaim,10,0,0,0,0,0,,peacekeeper
weapon_attachment,rf,-20,5,-10,20,20,0,,peacekeeper
weapon_attachment,extbarrel,0,5,15,0,0,0,,peacekeeper
weapon_attachment,silencer,0,-5,-10,0,0,0,,peacekeeper
weapon_attachment,fastads,10,0,0,0,0,0,,peacekeeper
weapon_attachment,grip,20,0,0,0,0,0,,peacekeeper
weapon_attachment,sf,10,0,10,10,10,0,,peacekeeper
weapon_attachment,mms,-5,0,0,0,0,0,,peacekeeper
weapon_attachment,holo,10,0,10,0,0,0,,peacekeeper
weapon_lmg,lsat,60,60,65,60,60,100,MPUI_FULL_AUTO,
weapon_attachment,reflex,15,0,5,0,0,0,,lsat
weapon_attachment,acog,15,0,5,0,0,0,,lsat
weapon_attachment,rangefinder,15,0,5,0,0,0,,lsat
weapon_attachment,dualoptic,10,0,10,0,0,0,,lsat
weapon_attachment,extclip,0,0,0,0,0,10,,lsat
weapon_attachment,fmj,0,15,0,0,0,0,,lsat
weapon_attachment,stalker,10,0,0,0,0,0,,lsat
weapon_attachment,silencer,0,-5,-10,0,0,0,,lsat
weapon_attachment,steadyaim,10,0,0,0,0,0,,lsat
weapon_attachment,fastads,10,0,0,0,0,0,,lsat
weapon_attachment,grip,20,0,0,0,0,0,,lsat
weapon_attachment,ir,10,0,10,0,0,0,,lsat
weapon_attachment,vzoom,5,0,15,0,0,0,,lsat
weapon_attachment,rf,-20,5,-10,20,20,0,,lsat
weapon_attachment,holo,10,0,10,0,0,0,,lsat
weapon_lmg,mk48,65,55,80,45,45,100,MPUI_FULL_AUTO,
weapon_attachment,reflex,15,0,5,0,0,0,,mk48
weapon_attachment,acog,15,0,5,0,0,0,,mk48
weapon_attachment,rangefinder,15,0,5,0,0,0,,mk48
weapon_attachment,dualoptic,10,0,10,0,0,0,,mk48
weapon_attachment,extclip,0,0,0,0,0,10,,mk48
weapon_attachment,fmj,0,15,0,0,0,0,,mk48
weapon_attachment,stalker,10,0,0,0,0,0,,mk48
weapon_attachment,silencer,0,-5,-10,0,0,0,,mk48
weapon_attachment,steadyaim,10,0,0,0,0,0,,mk48
weapon_attachment,fastads,10,0,0,0,0,0,,mk48
weapon_attachment,grip,20,0,0,0,0,0,,mk48
weapon_attachment,ir,10,0,10,0,0,0,,mk48
weapon_attachment,vzoom,5,0,15,0,0,0,,mk48
weapon_attachment,rf,-20,5,-10,20,20,0,,mk48
weapon_attachment,holo,10,0,10,0,0,0,,mk48
weapon_pistol,hamr,50,70,55,70,70,100,MPUI_FULL_AUTO,
weapon_attachment,reflex,15,0,5,0,0,0,,hamr
weapon_attachment,acog,15,0,5,0,0,0,,hamr
weapon_attachment,rangefinder,15,0,5,0,0,0,,hamr
weapon_attachment,dualoptic,10,0,10,0,0,0,,hamr
weapon_attachment,extclip,0,0,0,0,0,10,,hamr
weapon_attachment,fmj,0,15,0,0,0,0,,hamr
weapon_attachment,stalker,10,0,0,0,0,0,,hamr
weapon_attachment,silencer,0,-5,-10,0,0,0,,hamr
weapon_attachment,steadyaim,10,0,0,0,0,0,,hamr
weapon_attachment,fastads,10,0,0,0,0,0,,hamr
weapon_attachment,grip,20,0,0,0,0,0,,hamr
weapon_attachment,ir,10,0,10,0,0,0,,hamr
weapon_attachment,vzoom,5,0,15,0,0,0,,hamr
weapon_attachment,rf,-20,5,-10,20,20,0,,hamr
weapon_attachment,holo,10,0,10,0,0,0,,hamr
weapon_lmg,qbb95,45,75,50,75,75,100,MPUI_FULL_AUTO,
weapon_attachment,reflex,15,0,5,0,0,0,,qbb95
weapon_attachment,acog,15,0,5,0,0,0,,qbb95
weapon_attachment,rangefinder,15,0,5,0,0,0,,qbb95
weapon_attachment,dualoptic,10,0,10,0,0,0,,qbb95
weapon_attachment,extclip,0,0,0,0,0,10,,qbb95
weapon_attachment,fmj,0,15,0,0,0,0,,qbb95
weapon_attachment,stalker,10,0,0,0,0,0,,qbb95
weapon_attachment,silencer,0,-5,-10,0,0,0,,qbb95
weapon_attachment,steadyaim,10,0,0,0,0,0,,qbb95
weapon_attachment,fastads,10,0,0,0,0,0,,qbb95
weapon_attachment,grip,20,0,0,0,0,0,,qbb95
weapon_attachment,ir,10,0,10,0,0,0,,qbb95
weapon_attachment,vzoom,5,0,15,0,0,0,,qbb95
weapon_attachment,rf,-20,5,-10,20,20,0,,qbb95
weapon_attachment,holo,10,0,10,0,0,0,,qbb95
weapon_pistol,fiveseven,80,50,35,35,35,20,MPUI_SEMI_AUTO,
weapon_attachment,reflex,15,0,5,0,0,0,,fiveseven
weapon_attachment,extclip,0,0,0,0,0,10,,fiveseven
weapon_attachment,fmj,0,15,0,0,0,0,,fiveseven
weapon_attachment,silencer,0,-5,-10,0,0,0,,fiveseven
weapon_attachment,steadyaim,10,0,0,0,0,0,,fiveseven
weapon_attachment,extbarrel,0,5,15,0,0,0,,fiveseven
weapon_attachment,dw,-10,20,0,0,0,0,,fiveseven
weapon_attachment,tacknife,0,0,0,0,0,0,,fiveseven
weapon_pistol,judge,70,90,15,25,25,5,MPUI_SEMI_AUTO,
weapon_attachment,reflex,15,0,5,0,0,0,,judge
weapon_attachment,silencer,0,-5,-10,0,0,0,,judge
weapon_attachment,steadyaim,10,0,0,0,0,0,,judge
weapon_attachment,extbarrel,0,5,15,0,0,0,,judge
weapon_attachment,dw,-10,20,0,0,0,0,,judge
weapon_attachment,tacknife,0,0,0,0,0,0,,judge
weapon_attachment,fmj,0,15,0,0,0,0,,judge
weapon_pistol,kard,65,40,25,70,70,12,MPUI_SEMI_AUTO,
weapon_attachment,reflex,15,0,5,0,0,0,,kard
weapon_attachment,extclip,0,0,0,0,0,10,,kard
weapon_attachment,fmj,0,15,0,0,0,0,,kard
weapon_attachment,silencer,0,-5,-10,0,0,0,,kard
weapon_attachment,steadyaim,10,0,0,0,0,0,,kard
weapon_attachment,extbarrel,0,5,15,0,0,0,,kard
weapon_attachment,dw,-10,20,0,0,0,0,,kard
weapon_attachment,tacknife,0,0,0,0,0,0,,kard
weapon_pistol,beretta93r,60,55,25,60,60,15,MPUI_SEMI_AUTO,
weapon_attachment,reflex,15,0,5,0,0,0,,beretta93r
weapon_attachment,extclip,0,0,0,0,0,10,,beretta93r
weapon_attachment,fmj,0,15,0,0,0,0,,beretta93r
weapon_attachment,silencer,0,-5,-10,0,0,0,,beretta93r
weapon_attachment,steadyaim,10,0,0,0,0,0,,beretta93r
weapon_attachment,extbarrel,0,5,15,0,0,0,,beretta93r
weapon_attachment,dw,-10,20,0,0,0,0,,beretta93r
weapon_attachment,tacknife,0,0,0,0,0,0,,beretta93r
weapon_pistol,fnp45,65,75,30,30,30,10,MPUI_SEMI_AUTO,
weapon_attachment,reflex,15,0,5,0,0,0,,fnp45
weapon_attachment,extclip,0,0,0,0,0,10,,fnp45
weapon_attachment,fmj,0,15,0,0,0,0,,fnp45
weapon_attachment,silencer,0,-5,-10,0,0,0,,fnp45
weapon_attachment,steadyaim,10,0,0,0,0,0,,fnp45
weapon_attachment,extbarrel,0,5,15,0,0,0,,fnp45
weapon_attachment,dw,-10,20,0,0,0,0,,fnp45
weapon_attachment,tacknife,0,0,0,0,0,0,,fnp45
weapon_projectile,crossbow,40,95,55,10,10,1,MPUI_SINGLE_RECHAMBER,
weapon_attachment,reflex,15,0,5,0,0,0,,crossbow
weapon_attachment,acog,15,0,5,0,0,0,,crossbow
weapon_attachment,ir,10,0,10,0,0,0,,crossbow
weapon_attachment,vzoom,5,0,15,0,0,0,,crossbow
weapon_attachment,stackfire,0,25,0,-10,-10,0,,crossbow
weapon_projectile,knife_ballistic,40,100,30,15,15,1,MPUI_SINGLE_RECHAMBER,
weapon_projectile,fhj18,90,90,90,10,10,2,MPUI_LOCKON_ONLY,
weapon_projectile,usrpg,30,90,40,10,10,1,MPUI_NO_LOCKON,
weapon_projectile,xm25,60,60,60,50,50,4,MPUI_GRENADE_LAUNCHER,
weapon_projectile,m32,70,55,30,60,60,6,MPUI_GRENADE_LAUNCHER,
weapon_projectile,smaw,70,70,75,10,10,1,MPUI_CAN_LOCKON,
weapon_projectile,riotshield,0,40,0,0,0,1,MPUI_CAN_LOCKON,
weapon_sniper,metalstorm,80,90,90,40,40,1,MPUI_SEMI_AUTO,
weapon_cqb,ksg,60,100,35,10,10,14,MPUI_SINGLE_RECHAMBER,
weapon_attachment,reflex,15,0,5,0,0,0,,ksg
weapon_attachment,extclip,0,0,0,0,0,10,,ksg
weapon_attachment,silencer,0,-5,-10,0,0,0,,ksg
weapon_attachment,steadyaim,10,0,0,0,0,0,,ksg
weapon_attachment,extbarrel,0,5,15,0,0,0,,ksg
weapon_attachment,stalker,5,0,0,0,0,0,,ksg
weapon_attachment,fastads,10,0,0,0,0,0,,ksg
weapon_attachment,mms,-5,0,0,0,0,0,,ksg
weapon_cqb,870mcs,80,90,25,10,10,8,MPUI_SINGLE_RECHAMBER,
weapon_attachment,reflex,15,0,5,0,0,0,,870mcs
weapon_attachment,extclip,0,0,0,0,0,10,,870mcs
weapon_attachment,silencer,0,-5,-10,0,0,0,,870mcs
weapon_attachment,steadyaim,10,0,0,0,0,0,,870mcs
weapon_attachment,extbarrel,0,5,15,0,0,0,,870mcs
weapon_attachment,stalker,10,0,0,0,0,0,,870mcs
weapon_attachment,fastads,10,0,0,0,0,0,,870mcs
weapon_attachment,mms,-5,0,0,0,0,0,,870mcs
weapon_cqb,srm1216,70,75,15,45,45,16,MPUI_PUMP,
weapon_attachment,reflex,15,0,5,0,0,0,,srm1216
weapon_attachment,extclip,0,0,0,0,0,10,,srm1216
weapon_attachment,silencer,0,-5,-10,0,0,0,,srm1216
weapon_attachment,steadyaim,10,0,0,0,0,0,,srm1216
weapon_attachment,extbarrel,0,5,15,0,0,0,,srm1216
weapon_attachment,stalker,10,0,0,0,0,0,,srm1216
weapon_attachment,fastads,10,0,0,0,0,0,,srm1216
weapon_attachment,mms,-5,0,0,0,0,0,,srm1216
weapon_cqb,saiga12,70,80,20,35,35,16,MPUI_PUMP,
weapon_attachment,reflex,15,0,5,0,0,0,,saiga12
weapon_attachment,extclip,0,0,0,0,0,10,,saiga12
weapon_attachment,silencer,0,-5,-10,0,0,0,,saiga12
weapon_attachment,steadyaim,10,0,0,0,0,0,,saiga12
weapon_attachment,extbarrel,0,5,15,0,0,0,,saiga12
weapon_attachment,stalker,10,0,0,0,0,0,,saiga12
weapon_attachment,fastads,10,0,0,0,0,0,,saiga12
weapon_attachment,mms,-5,0,0,0,0,0,,saiga12
weapon_sniper,svu,85,70,95,25,25,12,MPUI_SEMI_AUTO,
weapon_attachment,acog,15,0,5,0,0,0,,svu
weapon_attachment,rangefinder,15,0,5,0,0,0,,svu
weapon_attachment,vzoom,5,0,15,0,0,0,,svu
weapon_attachment,ir,10,0,10,0,0,0,,svu
weapon_attachment,extclip,0,0,0,0,0,4,,svu
weapon_attachment,fmj,0,15,0,0,0,0,,svu
weapon_attachment,silencer,0,-5,-10,0,0,0,,svu
weapon_attachment,steadyaim,10,0,0,0,0,0,,svu
weapon_attachment,swayreduc,15,0,5,0,0,0,,svu
weapon_sniper,dsr50,80,95,95,5,5,4,MPUI_BOLT_ACTION,
weapon_attachment,acog,15,0,5,0,0,0,,dsr50
weapon_attachment,rangefinder,15,0,5,0,0,0,,dsr50
weapon_attachment,vzoom,5,0,15,0,0,0,,dsr50
weapon_attachment,ir,10,0,10,0,0,0,,dsr50
weapon_attachment,extclip,0,0,0,0,0,4,,dsr50
weapon_attachment,fmj,0,15,0,0,0,0,,dsr50
weapon_attachment,silencer,0,-5,-10,0,0,0,,dsr50
weapon_attachment,steadyaim,10,0,0,0,0,0,,dsr50
weapon_attachment,swayreduc,15,0,5,0,0,0,,dsr50
weapon_sniper,as50,70,85,95,25,25,8,MPUI_SEMI_AUTO,
weapon_attachment,acog,15,0,5,0,0,0,,as50
weapon_attachment,rangefinder,15,0,5,0,0,0,,as50
weapon_attachment,vzoom,5,0,15,0,0,0,,as50
weapon_attachment,ir,10,0,10,0,0,0,,as50
weapon_attachment,extclip,0,0,0,0,0,4,,as50
weapon_attachment,fmj,0,15,0,0,0,0,,as50
weapon_attachment,silencer,0,-5,-10,0,0,0,,as50
weapon_attachment,steadyaim,10,0,0,0,0,0,,as50
weapon_attachment,swayreduc,15,0,5,0,0,0,,as50
weapon_sniper,ballista,90,85,95,5,5,7,MPUI_BOLT_ACTION,
weapon_attachment,acog,15,0,5,0,0,0,,ballista
weapon_attachment,rangefinder,15,0,5,0,0,0,,ballista
weapon_attachment,vzoom,5,0,15,0,0,0,,ballista
weapon_attachment,ir,10,0,10,0,0,0,,ballista
weapon_attachment,extclip,0,0,0,0,0,4,,ballista
weapon_attachment,fmj,0,15,0,0,0,0,,ballista
weapon_attachment,silencer,0,-5,-10,0,0,0,,ballista
weapon_attachment,steadyaim,10,0,0,0,0,0,,ballista
