a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18,t19,u20,v21,w22
278,0,10,attachment,kills,CHALLENGE_MILESTONE_OPTIC_CATEGORY_KILLS,250,,,reticle_1,challenges,3,,holo,,,,,,,,,
279,1,25,attachment,kills,CHALLENGE_MILESTONE_OPTIC_CATEGORY_KILLS,500,,,reticle_2,challenges,3,,holo,,,,,,,,,
280,2,50,attachment,kills,CHALLENGE_MILESTONE_OPTIC_CATEGORY_KILLS,1000,,,reticle_3,challenges,3,,holo,,,,,,,,,
281,3,75,attachment,kills,CHALLENGE_MILESTONE_OPTIC_CATEGORY_KILLS,2000,,,reticle_4,challenges,3,,holo,,,,,,,,,
282,4,100,attachment,kills,CHALLENGE_MILESTONE_OPTIC_CATEGORY_KILLS,2500,,,reticle_5,challenges,3,,holo,,,,,,,,,
283,5,125,attachment,kills,CHALLENGE_MILESTONE_OPTIC_CATEGORY_KILLS,5000,,,reticle_6,challenges,3,,holo,,,,,,,,,
284,0,25,attachment,headshots,CHALLENGE_MILESTONE_OPTIC_HEADSHOTS,2500,283,,reticle_7,challenges,3,,holo,,,,,,,,,
285,0,20,attachment,multikill_2,CHALLENGE_OPTIC_DOUBLEKILL,2500,283,,reticle_8,challenges,3,,holo,,,,,,,,,
286,0,10,attachment,longshot_kill,CHALLENGE_OPTIC_LONGSHOTS,2500,283,,reticle_9,challenges,3,,holo,,,,,,,,,
287,0,10,attachment,killstreak_5_attachment,CHALLENGE_OPTIC_BLOODTHIRSTY,2500,283,,reticle_10,challenges,3,,holo,,,,,,,,,
288,0,10,attachment,challenges,CHALLENGE_OPTIC_MASTERY,10000,,,,,3,EM_BACK_CH_288_,holo,,,holo,,,,,,
289,0,10,attachment,kills,CHALLENGE_MILESTONE_OPTIC_CATEGORY_KILLS,250,,,reticle_1,challenges,3,,dualoptic,,,,,,,,,
290,1,25,attachment,kills,CHALLENGE_MILESTONE_OPTIC_CATEGORY_KILLS,500,,,reticle_2,challenges,3,,dualoptic,,,,,,,,,
291,2,50,attachment,kills,CHALLENGE_MILESTONE_OPTIC_CATEGORY_KILLS,1000,,,reticle_3,challenges,3,,dualoptic,,,,,,,,,
292,3,75,attachment,kills,CHALLENGE_MILESTONE_OPTIC_CATEGORY_KILLS,2000,,,reticle_4,challenges,3,,dualoptic,,,,,,,,,
293,4,100,attachment,kills,CHALLENGE_MILESTONE_OPTIC_CATEGORY_KILLS,2500,,,reticle_5,challenges,3,,dualoptic,,,,,,,,,
294,5,125,attachment,kills,CHALLENGE_MILESTONE_OPTIC_CATEGORY_KILLS,5000,,,reticle_6,challenges,3,,dualoptic,,,,,,,,,
295,0,25,attachment,headshots,CHALLENGE_MILESTONE_OPTIC_HEADSHOTS,2500,294,,reticle_7,challenges,3,,dualoptic,,,,,,,,,
296,0,20,attachment,multikill_2,CHALLENGE_OPTIC_DOUBLEKILL,2500,294,,reticle_8,challenges,3,,dualoptic,,,,,,,,,
297,0,10,attachment,longshot_kill,CHALLENGE_OPTIC_LONGSHOTS,2500,294,,reticle_9,challenges,3,,dualoptic,,,,,,,,,
298,0,10,attachment,killstreak_5_attachment,CHALLENGE_OPTIC_BLOODTHIRSTY,2500,294,,reticle_10,challenges,3,,dualoptic,,,,,,,,,
299,0,10,attachment,challenges,CHALLENGE_OPTIC_MASTERY,10000,,,,,3,EM_BACK_CH_299_,dualoptic,,,dualoptic,,,,,,
300,0,50,attachment,kills,CHALLENGE_SPECIALIZED_OPTICS_KILLS,500,,,,,3,,rangefinder mms is ir swayreduc vzoom,1,FALSE,,,,,,,
301,1,100,attachment,kills,CHALLENGE_SPECIALIZED_OPTICS_KILLS,1000,,,,,3,,rangefinder mms is ir swayreduc vzoom,1,FALSE,,,,,,,
302,2,200,attachment,kills,CHALLENGE_SPECIALIZED_OPTICS_KILLS,1500,,,,,3,,rangefinder mms is ir swayreduc vzoom,1,FALSE,,,,,,,
303,3,300,attachment,kills,CHALLENGE_SPECIALIZED_OPTICS_KILLS,2500,,,,,3,,rangefinder mms is ir swayreduc vzoom,1,FALSE,,,,,,,
304,4,500,attachment,kills,CHALLENGE_SPECIALIZED_OPTICS_KILLS,5000,,,,,3,EM_BACK_CH_304_,rangefinder mms is ir swayreduc vzoom,1,FALSE,specialoptics,,,,,,
305,0,50,attachment,kills,CHALLENGE_COMBAT_EFFICENCY_KILLS,500,,,,,3,,extclip rf silencer extbarrel  steadyaim dw,1,FALSE,,,,,,,
306,1,100,attachment,kills,CHALLENGE_COMBAT_EFFICENCY_KILLS,1000,,,,,3,,extclip rf silencer extbarrel  steadyaim dw,1,FALSE,,,,,,,
307,2,200,attachment,kills,CHALLENGE_COMBAT_EFFICENCY_KILLS,1500,,,,,3,,extclip rf silencer extbarrel  steadyaim dw,1,FALSE,,,,,,,
308,3,300,attachment,kills,CHALLENGE_COMBAT_EFFICENCY_KILLS,2500,,,,,3,,extclip rf silencer extbarrel  steadyaim dw,1,FALSE,,,,,,,
309,4,500,attachment,kills,CHALLENGE_COMBAT_EFFICENCY_KILLS,5000,,,,,3,EM_BACK_CH_309_,extclip rf silencer extbarrel  steadyaim dw,1,FALSE,combatefficiency,,,,,,
310,0,50,attachment,kills,CHALLENGE_COMBAT_EFFICENCY_KILLS_ADS,500,,,,,3,,grip fastads stalker,1,FALSE,,,,,,,
311,1,100,attachment,kills,CHALLENGE_COMBAT_EFFICENCY_KILLS_ADS,1000,,,,,3,,grip fastads stalker,1,FALSE,,,,,,,
312,2,200,attachment,kills,CHALLENGE_COMBAT_EFFICENCY_KILLS_ADS,1500,,,,,3,,grip fastads stalker,1,FALSE,,,,,,,
313,3,300,attachment,kills,CHALLENGE_COMBAT_EFFICENCY_KILLS_ADS,2500,,,,,3,,grip fastads stalker,1,FALSE,,,,,,,
314,4,500,attachment,kills,CHALLENGE_COMBAT_EFFICENCY_KILLS_ADS,5000,,,,,3,EM_BACK_CH_314_,grip fastads stalker,1,FALSE,combatefficiency,,,,,,
315,0,10,weapon_grenadelauncher,kills,CHALLENGE_COMBAT_EFFICENCY_WEAPON_KILLS,500,,,,,3,,weapon_grenadelauncher,1,FALSE,,,,,,,
316,1,25,weapon_grenadelauncher,kills,CHALLENGE_COMBAT_EFFICENCY_WEAPON_KILLS,1000,,,,,3,,weapon_grenadelauncher,1,FALSE,,,,,,,
317,2,75,weapon_grenadelauncher,kills,CHALLENGE_COMBAT_EFFICENCY_WEAPON_KILLS,1500,,,,,3,,weapon_grenadelauncher,1,FALSE,,,,,,,
318,3,150,weapon_grenadelauncher,kills,CHALLENGE_COMBAT_EFFICENCY_WEAPON_KILLS,2500,,,,,3,,weapon_grenadelauncher,1,FALSE,,,,,,,
319,4,300,weapon_grenadelauncher,kills,CHALLENGE_COMBAT_EFFICENCY_WEAPON_KILLS,5000,,,,,3,EM_BACK_CH_319_,weapon_grenadelauncher,1,FALSE,combatefficiency,,,,,,
320,0,10,weapon_grenade,kills,CHALLENGE_EQUIPMENT_WEAPON_KILLS,500,,,,,3,,frag_grenade hatchet sticky_grenade satchel_charge bouncingbetty claymore,1,FALSE,,,,,,,
321,1,25,weapon_grenade,kills,CHALLENGE_EQUIPMENT_WEAPON_KILLS,1000,,,,,3,,frag_grenade hatchet sticky_grenade satchel_charge bouncingbetty claymore,1,FALSE,,,,,,,
322,2,75,weapon_grenade,kills,CHALLENGE_EQUIPMENT_WEAPON_KILLS,1500,,,,,3,,frag_grenade hatchet sticky_grenade satchel_charge bouncingbetty claymore,1,FALSE,,,,,,,
323,3,150,weapon_grenade,kills,CHALLENGE_EQUIPMENT_WEAPON_KILLS,2500,,,,,3,,frag_grenade hatchet sticky_grenade satchel_charge bouncingbetty claymore,1,FALSE,,,,,,,
324,4,300,weapon_grenade,kills,CHALLENGE_EQUIPMENT_WEAPON_KILLS,5000,,,,,3,EM_BACK_CH_324_,frag_grenade hatchet sticky_grenade satchel_charge bouncingbetty claymore,1,FALSE,equipment,,,,,,
325,0,10,attachment,kills,CHALLENGE_SELECT_FIRE_KILLS,500,,,,,3,,sf,1,FALSE,,,,,,,
326,1,25,attachment,kills,CHALLENGE_SELECT_FIRE_KILLS,1000,,,,,3,,sf,1,FALSE,,,,,,,
327,2,75,attachment,kills,CHALLENGE_SELECT_FIRE_KILLS,1500,,,,,3,,sf,1,FALSE,,,,,,,
328,3,150,attachment,kills,CHALLENGE_SELECT_FIRE_KILLS,2500,,,,,3,,sf,1,FALSE,,,,,,,
329,4,300,attachment,kills,CHALLENGE_SELECT_FIRE_KILLS,5000,,,,,3,EM_BACK_CH_329_,sf,1,FALSE,combatefficiency,,,,,,
330,0,10,global,kill_enemy_through_wall_with_fmj,CHALLENGE_KILL_ENEMY_THROUGH_WALL_WITH_FMJ,500,,,,,3,,,1,FALSE,,,,,,,
331,1,25,global,kill_enemy_through_wall_with_fmj,CHALLENGE_KILL_ENEMY_THROUGH_WALL_WITH_FMJ,1000,,,,,3,,,1,FALSE,,,,,,,
332,2,75,global,kill_enemy_through_wall_with_fmj,CHALLENGE_KILL_ENEMY_THROUGH_WALL_WITH_FMJ,1500,,,,,3,,,1,FALSE,,,,,,,
333,3,150,global,kill_enemy_through_wall_with_fmj,CHALLENGE_KILL_ENEMY_THROUGH_WALL_WITH_FMJ,2500,,,,,3,,,1,FALSE,,,,,,,
334,4,300,global,kill_enemy_through_wall_with_fmj,CHALLENGE_KILL_ENEMY_THROUGH_WALL_WITH_FMJ,5000,,,,,3,EM_BACK_CH_334,,1,FALSE,combatefficiency,,,,,,
335,0,10,global,reload_then_kill_dualclip,CHALLENGE_RELOAD_THEN_KILL_DUALCLIP,500,,,,,3,,,1,FALSE,,,,,,,
336,1,25,global,reload_then_kill_dualclip,CHALLENGE_RELOAD_THEN_KILL_DUALCLIP,1000,,,,,3,,,1,FALSE,,,,,,,
337,2,75,global,reload_then_kill_dualclip,CHALLENGE_RELOAD_THEN_KILL_DUALCLIP,1500,,,,,3,,,1,FALSE,,,,,,,
338,3,150,global,reload_then_kill_dualclip,CHALLENGE_RELOAD_THEN_KILL_DUALCLIP,2500,,,,,3,,,1,FALSE,,,,,,,
339,4,300,global,reload_then_kill_dualclip,CHALLENGE_RELOAD_THEN_KILL_DUALCLIP,5000,,,,,3,EM_BACK_CH_339,,1,FALSE,combatefficiency,,,,,,
340,0,10,global,kill_enemy_with_tacknife,CHALLENGE_KILL_ENEMY_WITH_TACKNIFE,500,,,,,3,,,1,FALSE,,,,,,,
341,1,25,global,kill_enemy_with_tacknife,CHALLENGE_KILL_ENEMY_WITH_TACKNIFE,1000,,,,,3,,,1,FALSE,,,,,,,
342,2,50,global,kill_enemy_with_tacknife,CHALLENGE_KILL_ENEMY_WITH_TACKNIFE,1500,,,,,3,,,1,FALSE,,,,,,,
343,3,75,global,kill_enemy_with_tacknife,CHALLENGE_KILL_ENEMY_WITH_TACKNIFE,2500,,,,,3,,,1,FALSE,,,,,,,
344,4,100,global,kill_enemy_with_tacknife,CHALLENGE_KILL_ENEMY_WITH_TACKNIFE,5000,,,,,3,EM_BACK_CH_344,,1,FALSE,combatefficiency,,,,,,
345,0,10,global,kill_shocked_enemy,CHALLENGE_EQUIPMENT_SHOCK_CHARGE,500,,,,,3,,,1,FALSE,,,,,,,
346,1,25,global,kill_shocked_enemy,CHALLENGE_EQUIPMENT_SHOCK_CHARGE,1000,,,,,3,,,1,FALSE,,,,,,,
347,2,75,global,kill_shocked_enemy,CHALLENGE_EQUIPMENT_SHOCK_CHARGE,1500,,,,,3,,,1,FALSE,,,,,,,
348,3,150,global,kill_shocked_enemy,CHALLENGE_EQUIPMENT_SHOCK_CHARGE,2500,,,,,3,,,1,FALSE,,,,,,,
349,4,300,global,kill_shocked_enemy,CHALLENGE_EQUIPMENT_SHOCK_CHARGE,5000,,,,,3,EM_BACK_CH_349,,1,FALSE,equipment,,,,,,
350,0,10,global,destroy_equipment_with_emp_grenade,CHALLENGE_EQUIPMENT_EMP,500,,,,,3,,,1,FALSE,,,,,,,
351,1,25,global,destroy_equipment_with_emp_grenade,CHALLENGE_EQUIPMENT_EMP,1000,,,,,3,,,1,FALSE,,,,,,,
352,2,75,global,destroy_equipment_with_emp_grenade,CHALLENGE_EQUIPMENT_EMP,1500,,,,,3,,,1,FALSE,,,,,,,
353,3,150,global,destroy_equipment_with_emp_grenade,CHALLENGE_EQUIPMENT_EMP,2500,,,,,3,,,1,FALSE,,,,,,,
354,4,300,global,destroy_equipment_with_emp_grenade,CHALLENGE_EQUIPMENT_EMP,5000,,,,,3,EM_BACK_CH_354,,1,FALSE,equipment,,,,,,
355,0,10,global,kill_concussed_enemy,CHALLENGE_EQUIPMENT_CONCUSSION,500,,,,,3,,,1,FALSE,,,,,,,
356,1,25,global,kill_concussed_enemy,CHALLENGE_EQUIPMENT_CONCUSSION,1000,,,,,3,,,1,FALSE,,,,,,,
357,2,75,global,kill_concussed_enemy,CHALLENGE_EQUIPMENT_CONCUSSION,1500,,,,,3,,,1,FALSE,,,,,,,
358,3,150,global,kill_concussed_enemy,CHALLENGE_EQUIPMENT_CONCUSSION,2500,,,,,3,,,1,FALSE,,,,,,,
359,4,300,global,kill_concussed_enemy,CHALLENGE_EQUIPMENT_CONCUSSION,5000,,,,,3,EM_BACK_CH_359,,1,FALSE,equipment,,,,,,
360,0,10,global,kill_flashed_enemy,CHALLENGE_EQUIPMENT_FLASH,500,,,,,3,,,1,FALSE,,,,,,,
361,1,25,global,kill_flashed_enemy,CHALLENGE_EQUIPMENT_FLASH,1000,,,,,3,,,1,FALSE,,,,,,,
362,2,75,global,kill_flashed_enemy,CHALLENGE_EQUIPMENT_FLASH,1500,,,,,3,,,1,FALSE,,,,,,,
363,3,150,global,kill_flashed_enemy,CHALLENGE_EQUIPMENT_FLASH,2500,,,,,3,,,1,FALSE,,,,,,,
364,4,300,global,kill_flashed_enemy,CHALLENGE_EQUIPMENT_FLASH,5000,,,,,3,EM_BACK_CH_364,,1,FALSE,equipment,,,,,,
365,0,10,global,capture_objective_in_smoke,CHALLENGE_EQUIPMENT_SMOKE,500,,,,,3,,,1,FALSE,,,,,,,
366,1,25,global,capture_objective_in_smoke,CHALLENGE_EQUIPMENT_SMOKE,1000,,,,,3,,,1,FALSE,,,,,,,
367,2,50,global,capture_objective_in_smoke,CHALLENGE_EQUIPMENT_SMOKE,1500,,,,,3,,,1,FALSE,,,,,,,
368,3,75,global,capture_objective_in_smoke,CHALLENGE_EQUIPMENT_SMOKE,2500,,,,,3,,,1,FALSE,,,,,,,
369,4,100,global,capture_objective_in_smoke,CHALLENGE_EQUIPMENT_SMOKE,5000,,,,,3,EM_BACK_CH_369,,1,FALSE,equipment,,,,,,
370,0,10,global,kill_after_tac_insert,CHALLENGE_EQUIPMENT_TAC,500,,,,,3,,,1,FALSE,,,,,,,
371,1,25,global,kill_after_tac_insert,CHALLENGE_EQUIPMENT_TAC,1000,,,,,3,,,1,FALSE,,,,,,,
372,2,50,global,kill_after_tac_insert,CHALLENGE_EQUIPMENT_TAC,1500,,,,,3,,,1,FALSE,,,,,,,
373,3,75,global,kill_after_tac_insert,CHALLENGE_EQUIPMENT_TAC,2500,,,,,3,,,1,FALSE,,,,,,,
374,4,100,global,kill_after_tac_insert,CHALLENGE_EQUIPMENT_TAC,5000,,,,,3,EM_BACK_CH_374,,1,FALSE,equipment,,,,,,
375,0,10,global,kill_enemy_revealed_by_sensor,CHALLENGE_EQUIPMENT_SENSOR,500,,,,,3,,,1,FALSE,,,,,,,
376,1,25,global,kill_enemy_revealed_by_sensor,CHALLENGE_EQUIPMENT_SENSOR,1000,,,,,3,,,1,FALSE,,,,,,,
377,2,75,global,kill_enemy_revealed_by_sensor,CHALLENGE_EQUIPMENT_SENSOR,1500,,,,,3,,,1,FALSE,,,,,,,
378,3,150,global,kill_enemy_revealed_by_sensor,CHALLENGE_EQUIPMENT_SENSOR,2500,,,,,3,,,1,FALSE,,,,,,,
379,4,300,global,kill_enemy_revealed_by_sensor,CHALLENGE_EQUIPMENT_SENSOR,5000,,,,,3,EM_BACK_CH_379,,1,FALSE,equipment,,,,,,
380,0,10,global,destroy_explosive_with_trophy,CHALLENGE_EQUIPMENT_TROPHY,500,,,,,3,,,1,FALSE,,,,,,,
381,1,25,global,destroy_explosive_with_trophy,CHALLENGE_EQUIPMENT_TROPHY,1000,,,,,3,,,1,FALSE,,,,,,,
382,2,50,global,destroy_explosive_with_trophy,CHALLENGE_EQUIPMENT_TROPHY,1500,,,,,3,,,1,FALSE,,,,,,,
383,3,75,global,destroy_explosive_with_trophy,CHALLENGE_EQUIPMENT_TROPHY,2500,,,,,3,,,1,FALSE,,,,,,,
384,4,100,global,destroy_explosive_with_trophy,CHALLENGE_EQUIPMENT_TROPHY,5000,,,,,3,EM_BACK_CH_384,,1,FALSE,equipment,,,,,,
385,0,10,global,hack_enemy_target,CHALLENGE_EQUIPMENT_HACK,500,,,,,3,,,1,FALSE,,,,,,,
386,1,25,global,hack_enemy_target,CHALLENGE_EQUIPMENT_HACK,1000,,,,,3,,,1,FALSE,,,,,,,
387,2,75,global,hack_enemy_target,CHALLENGE_EQUIPMENT_HACK,1500,,,,,3,,,1,FALSE,,,,,,,
388,3,150,global,hack_enemy_target,CHALLENGE_EQUIPMENT_HACK,2500,,,,,3,,,1,FALSE,,,,,,,
389,4,300,global,hack_enemy_target,CHALLENGE_EQUIPMENT_HACK,5000,,,,,3,EM_BACK_CH_389,,1,FALSE,equipment,,,,,,
390,0,10,global,perk_flak_survive,CHALLENGE_PERK_FLAK,500,,,,,3,,,1,FALSE,,,,,,,
391,1,25,global,perk_flak_survive,CHALLENGE_PERK_FLAK,1000,,,,,3,,,1,FALSE,,,,,,,
392,2,50,global,perk_flak_survive,CHALLENGE_PERK_FLAK,1500,,,,,3,,,1,FALSE,,,,,,,
393,3,75,global,perk_flak_survive,CHALLENGE_PERK_FLAK,2500,,,,,3,,,1,FALSE,,,,,,,
394,4,100,global,perk_flak_survive,CHALLENGE_PERK_FLAK,5000,,,,,3,EM_BACK_CH_394,,1,FALSE,perks,,,,,,
395,0,10,global,perk_gpsjammer_immune_kills,CHALLENGE_PERK_GHOST,500,,,,,3,,,1,FALSE,,,,,,,
396,1,25,global,perk_gpsjammer_immune_kills,CHALLENGE_PERK_GHOST,1000,,,,,3,,,1,FALSE,,,,,,,
397,2,50,global,perk_gpsjammer_immune_kills,CHALLENGE_PERK_GHOST,1500,,,,,3,,,1,FALSE,,,,,,,
398,3,75,global,perk_gpsjammer_immune_kills,CHALLENGE_PERK_GHOST,2500,,,,,3,,,1,FALSE,,,,,,,
399,4,100,global,perk_gpsjammer_immune_kills,CHALLENGE_PERK_GHOST,5000,,,,,3,EM_BACK_CH_399,,1,FALSE,perks,,,,,,
400,0,25,global,perk_nottargetedbyairsupport_destroy_aircraft,CHALLENGE_PERK_BLIND_EYE,500,,,,,3,,,1,FALSE,,,,,,,
401,1,50,global,perk_nottargetedbyairsupport_destroy_aircraft,CHALLENGE_PERK_BLIND_EYE,1000,,,,,3,,,1,FALSE,,,,,,,
402,2,100,global,perk_nottargetedbyairsupport_destroy_aircraft,CHALLENGE_PERK_BLIND_EYE,1500,,,,,3,,,1,FALSE,,,,,,,
403,3,150,global,perk_nottargetedbyairsupport_destroy_aircraft,CHALLENGE_PERK_BLIND_EYE,2500,,,,,3,,,1,FALSE,,,,,,,
404,4,200,global,perk_nottargetedbyairsupport_destroy_aircraft,CHALLENGE_PERK_BLIND_EYE,5000,,,,,3,EM_BACK_CH_404,,1,FALSE,perks,,,,,,
405,0,25,global,perk_earnmoremomentum_earn_streak,CHALLENGE_PERK_HARDLINE,500,,,,,3,,,1,FALSE,,,,,,,
406,1,50,global,perk_earnmoremomentum_earn_streak,CHALLENGE_PERK_HARDLINE,1000,,,,,3,,,1,FALSE,,,,,,,
407,2,100,global,perk_earnmoremomentum_earn_streak,CHALLENGE_PERK_HARDLINE,1500,,,,,3,,,1,FALSE,,,,,,,
408,3,150,global,perk_earnmoremomentum_earn_streak,CHALLENGE_PERK_HARDLINE,2500,,,,,3,,,1,FALSE,,,,,,,
409,4,200,global,perk_earnmoremomentum_earn_streak,CHALLENGE_PERK_HARDLINE,5000,,,,,3,EM_BACK_CH_409,,1,FALSE,perks,,,,,,
410,0,25,global,perk_movefaster_kills,CHALLENGE_PERK_LIGHTWEIGHT,500,,,,,3,,,1,FALSE,,,,,,,
411,1,100,global,perk_movefaster_kills,CHALLENGE_PERK_LIGHTWEIGHT,1000,,,,,3,,,1,FALSE,,,,,,,
412,2,150,global,perk_movefaster_kills,CHALLENGE_PERK_LIGHTWEIGHT,1500,,,,,3,,,1,FALSE,,,,,,,
413,3,250,global,perk_movefaster_kills,CHALLENGE_PERK_LIGHTWEIGHT,2500,,,,,3,,,1,FALSE,,,,,,,
414,4,500,global,perk_movefaster_kills,CHALLENGE_PERK_LIGHTWEIGHT,5000,,,,,3,EM_BACK_CH_414,,1,FALSE,perks,,,,,,
415,0,25,global,perk_noname_kills,CHALLENGE_PERK_COLD_BLOODED,500,,,,,3,,,1,FALSE,,,,,,,
416,1,100,global,perk_noname_kills,CHALLENGE_PERK_COLD_BLOODED,1000,,,,,3,,,1,FALSE,,,,,,,
417,2,150,global,perk_noname_kills,CHALLENGE_PERK_COLD_BLOODED,1500,,,,,3,,,1,FALSE,,,,,,,
418,3,250,global,perk_noname_kills,CHALLENGE_PERK_COLD_BLOODED,2500,,,,,3,,,1,FALSE,,,,,,,
419,4,500,global,perk_noname_kills,CHALLENGE_PERK_COLD_BLOODED,5000,,,,,3,EM_BACK_CH_419,,1,FALSE,perks,,,,,,
420,0,10,global,perk_immune_cuav_kills,CHALLENGE_PERK_HARD_WIRED,500,,,,,3,,,1,FALSE,,,,,,,
421,1,25,global,perk_immune_cuav_kills,CHALLENGE_PERK_HARD_WIRED,1000,,,,,3,,,1,FALSE,,,,,,,
422,2,50,global,perk_immune_cuav_kills,CHALLENGE_PERK_HARD_WIRED,1500,,,,,3,,,1,FALSE,,,,,,,
423,3,75,global,perk_immune_cuav_kills,CHALLENGE_PERK_HARD_WIRED,2500,,,,,3,,,1,FALSE,,,,,,,
424,4,100,global,perk_immune_cuav_kills,CHALLENGE_PERK_HARD_WIRED,5000,,,,,3,EM_BACK_CH_424,,1,FALSE,perks,,,,,,
425,0,25,global,perk_scavenger_kills_after_resupply,CHALLENGE_PERK_SCAVENGER,500,,,,,3,,,1,FALSE,,,,,,,
426,1,50,global,perk_scavenger_kills_after_resupply,CHALLENGE_PERK_SCAVENGER,1000,,,,,3,,,1,FALSE,,,,,,,
427,2,100,global,perk_scavenger_kills_after_resupply,CHALLENGE_PERK_SCAVENGER,1500,,,,,3,,,1,FALSE,,,,,,,
428,3,150,global,perk_scavenger_kills_after_resupply,CHALLENGE_PERK_SCAVENGER,2500,,,,,3,,,1,FALSE,,,,,,,
429,4,250,global,perk_scavenger_kills_after_resupply,CHALLENGE_PERK_SCAVENGER,5000,,,,,3,EM_BACK_CH_429,,1,FALSE,perks,,,,,,
430,0,10,global,perk_fastweaponswitch_kill_after_swap,CHALLENGE_PERK_FAST_HANDS,500,,,,,3,,,1,FALSE,,,,,,,
431,1,25,global,perk_fastweaponswitch_kill_after_swap,CHALLENGE_PERK_FAST_HANDS,1000,,,,,3,,,1,FALSE,,,,,,,
432,2,50,global,perk_fastweaponswitch_kill_after_swap,CHALLENGE_PERK_FAST_HANDS,1500,,,,,3,,,1,FALSE,,,,,,,
433,3,75,global,perk_fastweaponswitch_kill_after_swap,CHALLENGE_PERK_FAST_HANDS,2500,,,,,3,,,1,FALSE,,,,,,,
434,4,100,global,perk_fastweaponswitch_kill_after_swap,CHALLENGE_PERK_FAST_HANDS,5000,,,,,3,EM_BACK_CH_434,,1,FALSE,perks,,,,,,
435,0,10,global,perk_bulletflinch_kills,CHALLENGE_PERK_TOUGHNESS,500,,,,,3,,,1,FALSE,,,,,,,
436,1,25,global,perk_bulletflinch_kills,CHALLENGE_PERK_TOUGHNESS,1000,,,,,3,,,1,FALSE,,,,,,,
437,2,50,global,perk_bulletflinch_kills,CHALLENGE_PERK_TOUGHNESS,1500,,,,,3,,,1,FALSE,,,,,,,
438,3,75,global,perk_bulletflinch_kills,CHALLENGE_PERK_TOUGHNESS,2500,,,,,3,,,1,FALSE,,,,,,,
